session_id,num_questions,mode,seed,start_index,question_number_in_session,question_index_in_dataset,question,model_answer,ground_truth_aliases,is_correct,processing_time,inference_time,local_total_time,gpu_memory_used_mb,gpu_memory_total_mb,gpu_power_watts,energy_joules_estimate
20260630_114201,100,random,44,,1,13386,"Who has been under house arrest for 15 of the past 21 years, and was released from the latest sentence on 13 November 2010?",Aung San Suu Kyi,"[""Daw Suu"", ""Aung Sang Suu Kyi"", ""အောင်ဆန်းစုကြည်"", ""Aung San Suu Kyi"", ""Ang San So Kii"", ""Suu Kyi"", ""Daw Aung San Suu Kyi"", ""Aung san suu kyi"", ""Aung Sun Suu Kyi"", ""Aung San Suu Ki"", ""Aung Suu Kyi"", ""Aung San Sui Kyi"", ""Assk"", ""Aung Sun Su Kyi"", ""Aung San Su Kyi"", ""Daw Aung San Suu Ky"", ""Ang San Su Chee"", ""Aung San Su Ki"", ""ASSK"", ""အောင်ဆန်းစုကြည"", ""Aang san suu kyii"", ""Daw Suu Kyi""]",True,0.0449,0.8192,0.8641,7582.0,32607.0,175.48,143.7519
20260630_114201,100,random,44,,2,17040,238 AD is known in Roman history as the Year of the ........ (how many) Emperors?,4,"[""SIX"", ""six"", ""6""]",False,0.0317,0.8287,0.8604,7587.0,32607.0,174.57,144.6664
20260630_114201,100,random,44,,3,17759,"Luminol, a chemical that exhibits chemiluminescence, is often used by forensic examiners to try and detect trace amounts of what?",Blood,"[""A blood"", ""Type O blood"", ""AB blood"", ""B type blood"", ""🆎"", ""B blood"", ""A type blood"", ""O blood"", ""Isohaemagglutinin"", ""ABO system"", ""AB0 blood group system"", ""Abo blood type"", ""Type A blood"", ""ABO blood group system"", ""ABO blood system"", ""B antigen"", ""AB0"", ""H substance"", ""ABO blood types"", ""O type blood"", ""ABO blood group"", ""ABO blood groups"", ""A and o"", ""Isohemagglutinin"", ""A antigen"", ""ABO"", ""blood"", ""Substance H"", ""ABO grouping"", ""ABO phenotypes"", ""ABO blood type"", ""Type AB"", ""🅱"", ""🅰"", ""Isohaemagglutinins"", ""Blood type AB"", ""Abo blood group"", ""Abo blood-group system"", ""🅾""]",True,0.0405,0.8185,0.859,7587.0,32607.0,174.77,143.0433
20260630_114201,100,random,44,,4,3822,"Prince Philip, Duke of Edinburgh, was born on which island?",Greece,"[""Corcyra"", ""Corfu"", ""Kerkira"", ""Corfou"", ""Corfiote"", ""Kerkyra"", ""The corfu incident"", ""Kerkira Island, Greece"", ""Island of Corfu"", ""Corfù"", ""Kérkira"", ""Corcyraean"", ""Korfu"", ""Ancient Corcyra"", ""Corfu, Greece""]",False,0.0325,0.8133,0.8458,7587.0,32607.0,174.17,141.6476
20260630_114201,100,random,44,,5,5788,Which post in England and Wales is held by Anne Owers?,Chief Inspector of Prisons,"[""Chief inspector of prisons"", ""Her Majesty's Inspectorate of Prisons"", ""Chief Inspector of Prisons"", ""HM Inspector of Prisons"", ""(CHIEF) INSPECTOR OF PRISONS"", ""Her Majesty's Chief Inspector of Prisons"", ""HM Inspectorate of Prisons""]",True,0.0442,0.8172,0.8614,7587.0,32607.0,174.12,142.2885
20260630_114201,100,random,44,,6,12437,The 2014 'Bendgate' controversy/publicity concerned version 6 of which famous product?,iPhone,"[""Bendgate"", ""Apple iphone 6"", ""IPhone6"", ""IPhone 6+"", ""Bend-gate"", ""Apple iPhone 6"", ""IPhone 6"", ""IPhone 6 Plus"", ""I phone 6 plus"", ""Iphone 6""]",False,0.0311,0.818,0.8491,7587.0,32607.0,172.92,141.4507
20260630_114201,100,random,44,,7,7378,"According to the Bible, which was the only one of the twelve disciples who was actually present at the foot of the Cross as Jesus was crucified?",John,"[""Saint John"", ""Sinjin"", ""Saint John (city)"", ""Saint John (disambiguation)"", ""St. John"", ""Sint Jan"", ""St John"", ""St john (disambiguation)"", ""St. Jan"", ""St.John""]",False,0.0413,0.8175,0.8588,7587.0,32607.0,174.41,142.5862
20260630_114201,100,random,44,,8,9488,Who played 'Peter Pan' in Spielberg's 'Hook'?,Dustin Hoffman,"[""Robin Willaims"", ""Robin Williams"", ""Susan Schneider"", ""Robin williams"", ""Cody Alan Williams"", ""Marty Fromage"", ""Zachary Pym Williams"", ""Sudy Nim"", ""Zachary Williams"", ""Zak Williams"", ""Robin Williams: Live on Broadway"", ""Pecos Bill (album)"", ""Robbin Williams"", ""Throbbing Python of Love"", ""Robin williams off the wall"", ""Robin McLaurin Williams"", ""Robin williams live on broadway"", ""Valerie Velardi"", ""Ray D. Tutto"", ""Cody A. Williams"", ""Robin McLaurim Williams""]",False,0.0329,0.8162,0.8491,7587.0,32607.0,173.54,141.6457
20260630_114201,100,random,44,,9,953,"Which fictional character is the subject of George Frampton’s bronze statue in Kensington Gardens, London?",Alice Liddell,"[""Peter Pan (literary character)"", ""Peter Pan (fictional character)"", ""Peter pan"", ""Peter Pan (literature character)"", ""Peter Pan (person)"", ""Peter Pan (character)"", ""Peter Pan"", ""Peter Pan (lierature character)""]",False,0.0317,0.8122,0.8439,7587.0,32607.0,175.02,142.1491
20260630_114201,100,random,44,,10,7362,Which spirit is the base of the cocktails Planter’s Punch and Sundowner?,Rum,"[""Spiced Rum"", ""Spiced rum"", ""Rum"", ""Gunpowder Rum"", ""Rum (beverage)"", ""White rum"", ""Jamaica Spirits"", ""Caña blanca"", ""Dark rum"", ""White Rum"", ""Cuban rum"", ""Jamaica Spirit"", ""Gold rum"", ""Cane spirit"", ""Light rum"", ""Black rum"", ""Rude rum"", ""Hard rum"", ""Overproof rum"", ""Coconut rum""]",True,0.0323,0.8123,0.8446,7587.0,32607.0,175.01,142.1595
20260630_114201,100,random,44,,11,288,"On the London Underground, which is the only line to connect at some point with every other line on the system?",The Jubilee Line,"[""Jubilee line"", ""Fleet Line"", ""The Jubilee Line"", ""Jubilee Line"", ""Fleet line""]",True,0.0408,0.8122,0.8529,7581.0,32607.0,175.12,142.2247
20260630_114201,100,random,44,,12,3282,Astana is the capital of which country?,Kazakhstan,"[""Name of Kazakhstan"", ""Kazakistan"", ""Constitution Day (Kazakhstan)"", ""Kazahstan"", ""Kazakstan"", ""ISO 3166-1:KZ"", ""Kazahastan"", ""Kazakh Eli"", ""قازاقستان"", ""قازاقستان رەسپۋبلىيكاسى"", ""Respublika Kazakhstan"", ""Қазақстан"", ""Day of the Capital"", ""Etymology of Kazakhstan"", ""Қазақстан Республикасы"", ""Qazaqstan Respublïkası"", ""Kazastan"", ""Kazakh Yeli"", ""Казахстан"", ""Public holidays in Kazakhstan"", ""Kazhakstan"", ""Khazakhstan"", ""Kazakh Republic"", ""Kazakhstan"", ""Казакстан"", ""Kazachstan"", ""Республика Казахстан"", ""KA3AXCTAH"", ""Khazahstan"", ""Khazakastan"", ""Khazakstani"", ""KAZAKHSTAN"", ""Khazakstan"", ""Qazaqstan"", ""KA3AKCTAH"", ""Kazahkstan"", ""ҚР"", ""Republic of Kazakhstan"", ""The Republic of Kazakhstan"", ""Administrative divisions of Kazakhstan"", ""Kazakhistan"", ""Kazajastan"", ""Kazakhia""]",True,0.0342,0.8108,0.845,7581.0,32607.0,174.82,141.7476
20260630_114201,100,random,44,,13,5134,What name is given to any part of a circle that is bounded by two radii and an arc of the circumference?,Chord,"[""Sector"", ""SECTOR"", ""Sectors"", ""Sectorally"", ""Sector (disambiguation)"", ""Sectoral""]",False,0.0372,0.8113,0.8485,7581.0,32607.0,174.82,141.8356
20260630_114201,100,random,44,,14,16833,On a clothing label a cross through what shape means 'Do Not Dry Clean'?,Circle,"[""Centre for Innovation Research and Competence in the Learning Economy (CIRCLE)"", ""Centre for Innovation, Research and Competence in the Learning Economy"", ""Centre for Innovation, Research and Competence in the Learning Economy (CIRCLE)"", ""CIRCLE, Lund"", ""CIRCLE (research institute)"", ""CIRCLE""]",True,0.0348,0.8129,0.8477,7581.0,32607.0,174.22,141.6317
20260630_114201,100,random,44,,15,9928,What is the official color of the UPS trucks?,UPS trucks are painted in a color called “UPS Blue.”,"[""Orangeish blacks"", ""Light brown"", ""Orangeish black"", ""Black oranges"", ""Blackish-oranges"", ""Black-oranges"", ""Orangeish-black"", ""Orangeblack"", ""Orange-black"", ""Orangeish-blacks"", ""Brownest"", ""Pullman Brown"", ""Brownishly"", ""Blackish orange"", ""Brown"", ""List of terms associated with the color brown"", ""Orange-blacks"", ""Blackish oranges"", ""Orangeishblacks"", ""Brownness"", ""Orangeishblack"", ""Orangish-blacks"", ""Orangish blacks"", ""Pale Sandy Brown"", ""Blackish-orange"", ""Orangishblack"", ""Blackorange"", ""Brownishness"", ""Blackishoranges"", ""Brownish"", ""Orangish-black"", ""Black orange"", ""Orangish black"", ""Pullman brown"", ""Blackishorange"", ""Orange blacks"", ""Brown (colour)"", ""Black-orange"", ""Blackoranges"", ""Orangishblacks"", ""Dark brown"", ""Brown (color)"", ""Reddish brown"", ""Orangeblacks"", ""Brownly"", ""Orange black""]",False,0.0385,0.8171,0.8555,7581.0,32607.0,173.6,141.8438
20260630_114201,100,random,44,,16,12400,At which sport has Indonesia won several medals including gold in each Summer Olympics from 1992-2008?,Badminton,"[""Rules of badminton"", ""Badders"", ""Badmitton"", ""Shuttler"", ""Badminton 1000 bc"", ""Badmington"", ""Badmitten"", ""Badminton players"", ""Badminton"", ""Badminton racquet"", ""🏸"", ""Badmiton"", ""History of badminton""]",True,0.0373,0.8083,0.8456,7581.0,32607.0,173.69,140.3975
20260630_114201,100,random,44,,17,13272,Who married Heidi Klum in May 2005?,Seal,"[""Seal (disambiguation)"", ""Seal (album)"", ""Sealed"", ""Seal""]",True,0.0336,0.8119,0.8455,7581.0,32607.0,173.81,141.1115
20260630_114201,100,random,44,,18,10686,Who composed the ballet ‘Swan Lake’?,Tchaikovsky,"[""Tsjajkovskij"", ""Tchaicovski"", ""Piotr Czajkowski"", ""Piotr Il'yich Tchaikovsky"", ""Tchaicovksy"", ""Peter Illyich Tchaikovsky"", ""Tschaikovsky"", ""Tchaichovsky"", ""Tschaikovski"", ""Tschaikowsky"", ""Пётр Чайковский"", ""Piotr Tchaikovsky"", ""Piotr Ilyitch Tchaikovsky"", ""P. I Tschaikovsky"", ""Tschaikowski"", ""Pyotr Chaykovsky"", ""Tsjaikovskij"", ""Piotr Ilitsch Tschaikowski"", ""Petr Ilyich Tchaikovsky"", ""Peter Ilyitch Tschaikovsky"", ""Tchiachovski"", ""Tchaikovsky"", ""Пётр Чайко́вский"", ""Pjotr Ilych Tchaikovsky"", ""Tchaikovski"", ""Ilyich Tchaikovsky"", ""Peter Ilyich Tschaikowsky"", ""Pyotr Chaikovsky"", ""Piotr Iljicz Czajkowskij"", ""Tchaicovsky"", ""P I Tchaikovski"", ""Tjajkovskij"", ""Tchaikofski"", ""Peter Ilyich Tchiakovsky"", ""Pjotr Tšaikovski"", ""P I Tchaikovsky"", ""Piotr Ilich Tschaikowsky"", ""Tchaikofsky"", ""Pietr Tchaikowsky"", ""Tchaikovasky"", ""Peter Illich Tchaikovsky"", ""Pyotr Ilyich Tchaikowsky"", ""P. I. Tschaikovsky"", ""Pjotr Iljitsch Tschaikowsky"", ""Pjotr Iljitsch Tschaikowski"", ""Чайко́вский"", ""P. I. Tchaikovski"", ""Tchaikowsky"", ""Peter Tchaikovski"", ""P. I. Tchaikovsky"", ""Tchaikowski"", ""Petr Il’ic Cajkovskij"", ""Peter I. Tchaikovski"", ""Pyotr Il'ich Chaykovsky"", ""Pyotr Illich Tchaikovsky"", ""Pyotr Ilyich"", ""Pytor Il'yich Chaykovsky"", ""Pyotr Illych Tchaikovsky"", ""Peter Tschaikowsky"", ""Peter Illich Tschaikowsky"", ""Petr chaikovskiy"", ""Pëtr Ilyich Tchaikovsky"", ""Pjotr Tjajkovskij"", ""Peter Ilich Tchaikovsky"", ""Pyotr Il'yich Tchaikovsky"", ""Peter I. Tchaikovsky"", ""Pyotr Ilich Tchaikovsky"", ""Petr Il'ic Cajkovskij"", ""Pyotr Il’yich Tchaikovsky"", ""Pyotr Ilyich Chaykovsky"", ""Peter Tchaikovsky"", ""Peter Ilyich Tchaikovsky"", ""Peter Tschaikovsky"", ""Pëtr Il’ič Čajkovskij"", ""P.I. Tschaikovsky"", ""Tchaikovksy"", ""Tschaicowsky"", ""Tchicovski"", ""Čajkovskij"", ""Pyotr Tchaikowsky"", ""Piotr Iljitsch Tchaikowsky"", ""Pëtr Ilyich Chaikovsky"", ""Peter Ilyitch Tchaikovsky"", ""Peter I Tchaikovsky"", ""Pyotr Ilyich Tchaikovsky"", ""Pyotr Ilyich Tschaikovsky"", ""Pyotr Il’ich Chaykovsky"", ""Пётр Ильи́ч Чайко́вский"", ""Piotr Ilyich Tchaikovsky"", ""Pyotr Il'yich Chaikovsky"", ""Pyotr Tchaikovsky"", ""Чайковский""]",True,0.0328,0.8163,0.849,7581.0,32607.0,174.52,142.4529
20260630_114201,100,random,44,,19,11740,"Whose official country residence is Dorneywood, Buckinghamshire?",Queen Elizabeth II,"[""Chancellor of the exchequer"", ""Chancellor of the Exchequer"", ""Chancellor Of the Exchequer Treasury"", ""Chancellor of the Exchquer"", ""The Chancellor of the Exchequer"", ""British Chancellor"", ""Chancellor of the Exchequer of England""]",False,0.0355,0.8096,0.8451,7581.0,32607.0,174.79,141.5179
20260630_114201,100,random,44,,20,2410,"""The song """"Have yourself a merry little Christmas"""" comes from which musical?""","""A Christmas Carol""","[""MEET ME IN ST LOUIS"", ""Meet Me In St. Louis"", ""Meet Me in St Louis"", ""Meet Me in St. Louis (film)"", ""Meet Me in St. Louis""]",False,0.0447,0.8142,0.8589,7581.0,32607.0,174.94,142.4365
20260630_114201,100,random,44,,21,11102,Which US artist married Lee Krasner in 1945?,Jackson Pollock,"[""Paul Jackson Pollock"", ""Pollock, Jackson"", ""Number 1 (painting)"", ""Jack the Dripper"", ""Lavender Mist"", ""Jackson pollock"", ""Jackson Polluck"", ""Jackson Pollock"", ""Jackson Pollack"", ""One: Number 31"", ""Number 1 (Jackson Pollock)"", ""Pollockian""]",True,0.0365,0.8123,0.8488,7581.0,32607.0,172.98,140.5102
20260630_114201,100,random,44,,22,9264,What is the Great Smoo?,"The Great Smoo is a 100-mile (160 km) long, 10-mile (16 km) wide,","[""Cave (surname)"", ""A Cave"", ""CAVE"", ""Cave (video games)"", ""Cave (disambiguation)""]",False,0.0353,0.8098,0.8452,7581.0,32607.0,173.73,140.6905
20260630_114201,100,random,44,,23,5211,The flag of which European country is a blue-white-red horizontal tricolour with the coat of arms centred vertically but located left of centre horizontally?,Spain,"[""Сърбия"", ""Serubia"", ""ISO 3166-1:RS"", ""RS of Serbia"", ""Serbie"", ""Serbian state"", ""Performing arts of Serbia"", ""Serbia"", ""Srvija"", ""Србија"", ""Etymology of Serbia"", ""Република Србија"", ""Republika Srbija"", ""Republic of Serbia"", ""Serbia, Yugoslavia"", ""Srbija"", ""Serbo"", ""Largest cities of Serbia"", ""Szerbia""]",False,0.0485,0.8124,0.8609,7581.0,32607.0,174.02,141.3723
20260630_114201,100,random,44,,24,3670,"""What is the last name of """"Oprah""""?""",Winfrey,"[""Winfrey""]",True,0.0354,0.8124,0.8478,7581.0,32607.0,172.96,140.5168
20260630_114201,100,random,44,,25,16744,Which acid is contained in Grapes?,Tartaric acid,"[""Tartaric acid"", ""2,3-dihydroxybutanedioic acid"", ""Threaric acid"", ""E334"", ""Tart flavor"", ""Dihydroxysuccinic acid"", ""Paratartaric acid"", ""Cream of tatar"", ""Wine Diamonds"", ""Tartaric Acid"", ""D-tartaric acid"", ""Tartaric crystals"", ""TARTARIC ACID"", ""Uvic acid"", ""L-tartaric acid"", ""C4H6O6"", ""Tartraric acid"", ""Mesotartaric acid"", ""(R,R)-tartrate"", ""2,3-dihydroxysuccinic acid"", ""Tartaric (acid)""]",True,0.0428,0.8218,0.8646,7581.0,32607.0,173.65,142.7016
20260630_114201,100,random,44,,26,2295,"Which is the most northerly of the islands of Japan? Its capital, Sapporo, has hosted the Winter Olympics.",Hokkaido,"[""Hokkaidou prefecture"", ""北海道"", ""Hokkaido region"", ""Bilkalberta"", ""Mosir"", ""Hokkaidō Prefecture"", ""Hokkaido Prefecture"", ""Hokkaidou"", ""JP-01"", ""Hokkaido Japan"", ""HOKKAIDO"", ""Hokkaidō, Japan"", ""Hokkaidoh prefecture"", ""Hokkaidoo"", ""Ezochi"", ""Hokkaidô, Japan"", ""Hokkaido, Japan"", ""Hokkaidoo prefecture"", ""Hokkai"", ""Hokkai-do"", ""Hokkaidoo region"", ""Beihaidao"", ""Hokkaidō region"", ""Bilk (drink)"", ""Hokaido"", ""Hokkaidō"", ""Hokkaido (Japan)"", ""Hokkaidou Prefecture"", ""Hokkaidô Prefecture"", ""Hokkaidô"", ""Hokkaido Island"", ""Hokkaidoh"", ""Jesso"", ""Hokkaidō prefecture"", ""Hokkaido"", ""Hokkaido prefecture""]",True,0.0328,0.8101,0.8429,7581.0,32607.0,174.45,141.3231
20260630_114201,100,random,44,,27,3100,"The inventors of Penicillin, Television, the Bank of England, the BBC, and the decimal point were?",The British,"[""Scottish (disambiguation)"", ""Scotish"", ""Scottish""]",False,0.0356,0.8098,0.8454,7581.0,32607.0,175.89,142.4352
20260630_114201,100,random,44,,28,8847,In German towns and cities what is the S-Bahn,A fast train that runs on a separate track from the main line,"[""Fixed rail"", ""Rail-road"", ""Rail industry"", ""Wilkes-Barre and Harvey’s Lake Railroad"", ""Rail road"", ""Railroad Construction"", ""Rail service"", ""Rail network"", ""Rail-way"", ""Railway System"", ""Rail transportation"", ""Train travel"", ""Railways"", ""Passenger rail"", ""Trains and Railways"", ""Railroad"", ""Rail travel"", ""Train transportation"", ""Train transport"", ""RailTransport"", ""Railwaymen"", ""Rail system"", ""Railwayman"", ""Railway transport"", ""Railed vehicle"", ""Passenger rail transport"", ""Rail Transport"", ""Railroading"", ""Railway"", ""Railroad worker"", ""Rail (transport)"", ""Rail way"", ""Railroader"", ""Railway industry"", ""Railroads"", ""Railroad construction"", ""Rail transport"", ""Railway system""]",False,0.0299,0.8124,0.8423,7581.0,32607.0,175.68,142.7259
20260630_114201,100,random,44,,29,10335,What are the flat treeless plains of Argentina called?,Pampas,"[""Pampas"", ""Pampa"", ""The Pampa"", ""Pampa grassland"", ""The Pampas""]",True,0.044,0.8108,0.8549,7581.0,32607.0,176.03,142.73
