session_id,num_questions,mode,seed,start_index,question_number_in_session,question_index_in_dataset,question,model_answer,ground_truth_aliases,is_correct,processing_time,inference_time,local_total_time,gpu_memory_used_mb,gpu_memory_total_mb,gpu_power_watts,energy_joules_estimate
20260630_110707,100,ordered,,0,1,0,Who was the man behind The Chipmunks?,Ross Bagdasarian,"[""David Seville""]",False,0.0414,0.8373,0.8788,7514.0,32607.0,171.73,143.7979
20260630_110707,100,ordered,,0,2,1,Which Lloyd Webber musical premiered in the US on 10th December 1993?,Sunset Boulevard,"[""Sunset Blvd"", ""West Sunset Boulevard"", ""Sunset Boulevard"", ""Sunset Bulevard"", ""Sunset Blvd.""]",True,0.0436,0.851,0.8946,7523.0,32607.0,170.21,144.8542
20260630_110707,100,ordered,,0,3,2,Who was the next British Prime Minister after Arthur Balfour?,David Lloyd George,"[""Sir Henry Campbell-Bannerman"", ""Campbell-Bannerman"", ""Campbell Bannerman"", ""Sir Henry Campbell Bannerman"", ""Henry Campbell Bannerman"", ""Henry Campbell-Bannerman""]",False,0.036,0.8364,0.8724,7523.0,32607.0,171.0,143.0266
20260630_110707,100,ordered,,0,4,3,Who had a 70s No 1 hit with Kiss You All Over?,The Bay City Rollers,"[""Internal exile"", ""Exiles"", ""Transported for life"", ""Exile (politics and government)"", ""Voluntary exile"", ""Sent into exile"", ""Exile and Banishment"", ""Self-exile"", ""Forced exile"", ""Exile"", ""Exile in Greek tragedy"", ""Banish"", ""Banishment""]",False,0.042,0.8267,0.8686,7523.0,32607.0,172.25,142.391
20260630_110707,100,ordered,,0,5,4,What claimed the life of singer Kathleen Ferrier?,Lung cancer,"[""Cancer pathology"", ""Deaths by cancer"", ""Anti-cancer"", ""Cancer (disease)"", ""Cancerophobia"", ""Malignant lesion"", ""Cancer medication"", ""Malignant tumors"", ""Cancer signs"", ""Malignant neoplasm"", ""Invasive (cancer)"", ""Malignant Neoplasms"", ""Malignant growth"", ""Sporadic cancer"", ""Malignant cancer"", ""Tumour virus"", ""Cancer en cuirasse"", ""Microtumor"", ""Malignant neoplasms"", ""Malignant tumour"", ""Carcinophobia"", ""Malignacy"", ""Cancer patient"", ""Epithelial cancers"", ""Solid cancer"", ""Cancers"", ""Tumor medication"", ""Malignant neoplastic disease"", ""AIDS-related cancer"", ""Invasive cancer"", ""Cancer therapy"", ""Cancerous tumor"", ""Cancer"", ""Financial toxicity"", ""Cancer diagnosis"", ""Cancer (medicine)"", ""Malignant tumor"", ""Cancerous"", ""Borderline (cancer)"", ""Signs of cancer"", ""Malignancies"", ""Cancer aromatase""]",True,0.0413,0.8188,0.8601,7523.0,32607.0,172.12,140.9385
20260630_110707,100,ordered,,0,6,5,Rita Coolidge sang the title song for which Bond film?,“The Spy Who Loved Me”,"[""Kamal kahn"", ""List of Bond girls in Octopussy"", ""Magda (James Bond)"", ""List of James Bond allies in Octopussy"", ""Vijay (James Bond)"", ""Bond 13"", ""Octopussy (character)"", ""Penelope Smallbone"", ""Octopussy"", ""General Orlov"", ""Kamal Khan"", ""Octopussy (film)"", ""List of James Bond villains in Octopussy"", ""Jim Fanning (James Bond)""]",False,0.0312,0.8247,0.856,7523.0,32607.0,172.81,142.519
20260630_110707,100,ordered,,0,7,6,What was the last US state to reintroduce alcohol after prohibition?,Utah,"[""Utah (State)"", ""Forty-Fifth State"", ""Sports in Utah"", ""Climate of Utah"", ""Education in Utah"", ""UT (state)"", ""Utahn"", ""Yutas"", ""Geography of Utah"", ""Utah"", ""Utah, United States"", ""Utah state nickname"", ""History of mining in Utah"", ""State of Utah"", ""Religion in Utah"", ""Utah (U.S. state)"", ""Transportation in Utah"", ""Beehive State"", ""US-UT"", ""Utah (state)"", ""Forty-fifth State"", ""Utahan"", ""Politics of Utah"", ""Salt Lake Seagulls"", ""45th State"", ""History of Utah (to 1847)"", ""The Beehive State"", ""Youtah"", ""Transport in Utah""]",True,0.0318,0.835,0.8668,7523.0,32607.0,173.22,144.6453
20260630_110707,100,ordered,,0,8,7,Which actress was voted Miss Greenwich Village in 1942?,Rita Hayworth,"[""Bacall"", ""Lauren Becal"", ""Lauren Bacall"", ""Lauren Becall"", ""Betty J. Perske"", ""Loren Bacall"", ""Betty Joan Perske"", ""Betty Perske"", ""Betty Joan Perski""]",False,0.0358,0.8322,0.868,7523.0,32607.0,173.4,144.2982
20260630_110707,100,ordered,,0,9,8,What is the Japanese share index called?,Nikkei,"[""Nikkei"", ""Nikkei (disambiguation)""]",True,0.0457,0.8315,0.8771,7523.0,32607.0,172.55,143.4708
20260630_110707,100,ordered,,0,10,9,What was the name of Michael Jackson's autobiography written in 1988?,Moonwalk,"[""Walk on the Moon"", ""Walk on the moon"", ""Moonwalk (disambiguation)"", ""Lunar walks"", ""Moonwalk"", ""Moon Walk"", ""Moonwalking"", ""Lunar walk"", ""Moon walk"", ""Moonwalks"", ""Moon walks"", ""Lunar walking"", ""Moon walking""]",True,0.0348,0.8321,0.8669,7522.0,32607.0,172.14,143.2402
20260630_110707,100,ordered,,0,11,10,In which decade did stereo records first go on sale?,1950s,"[""1930’s"", ""Thirties"", ""1930s literature"", ""Nineteen-thirties"", ""1930–1939"", ""1930-1939"", ""'30s"", ""1930s"", ""1930's"", ""%6030s"", ""1930s (decade)"", ""The Thirties""]",False,0.0449,0.8215,0.8665,7521.0,32607.0,172.56,141.7624
20260630_110707,100,ordered,,0,12,11,In what year's Olympics were electric timing devices and a public-address system used for the first time?,1908,"[""In 1912, in Stockholm""]",False,0.0399,0.8268,0.8667,7517.0,32607.0,171.53,141.8184
20260630_110707,100,ordered,,0,13,12,Which volcano in Tanzania is the highest mountain in Africa?,Mount Kilimanjaro,"[""Mawensi"", ""Mt. Kilimanjaro"", ""Kibo (volcano)"", ""Mount killimanjaro"", ""Highest mountain in Africa"", ""Kilimanjaro Massif"", ""Stella Point"", ""Kilimandjaro"", ""Kilimonjaro"", ""Kilimanjaro"", ""Gilman's Point"", ""Killimanjaro"", ""Kilima-Njaro"", ""Kiliminjaro"", ""Mt Kilimanjaro"", ""Kilimanjaro Mountain"", ""Mount Kilimanjaro"", ""Mawenzi"", ""Uhuru Peak"", ""Kilimanjiro"", ""Kaiser-Wilhelm-Spitze"", ""Mt Kilamanjaro"", ""Mount Kiliminjaro"", ""Mount Kilimandjaro"", ""Mount Kilamanjaro"", ""Tussock Grassland (Tanzania)"", ""Kilamanjaro""]",True,0.0349,0.8294,0.8643,7517.0,32607.0,172.08,142.7182
20260630_110707,100,ordered,,0,14,13,The flag of Libya is a plain rectangle of which color?,Red,"[""Greenishly"", ""Avacado (color)"", ""Green (color)"", ""Rgb(0, 255, 0)"", ""Greenishness"", ""The colour green"", ""Greenest"", ""List of terms associated with the color green"", ""The color green"", ""Green"", ""Pastel green"", ""(0, 255, 0)"", ""Green (colour)"", ""Greenness""]",False,0.037,0.8264,0.8634,7517.0,32607.0,172.78,142.7872
20260630_110707,100,ordered,,0,15,14,Of which African country is Niamey the capital?,Niger,"[""Niger Republic"", ""Nigerois"", ""Republic Of Niger"", ""Republic of Niger"", ""The Republic of Niger"", ""Nigerien"", ""Niger (country)"", ""République du Niger"", ""Republique du Niger"", ""ISO 3166-1:NE"", ""Niger"", ""NG-NI""]",True,0.0344,0.8313,0.8656,7517.0,32607.0,172.32,143.2427
20260630_110707,100,ordered,,0,16,15,Who was the director of the CIA from 1976-81?,William Casey,"[""George Bush"", ""George bush"", ""Goerge Bush"", ""George W. Bush (disambiguation)"", ""GeorgeBush"", ""George Bushe"", ""Georgebush"", ""Georg bush"", ""G Bush"", ""George Bush, President"", ""George Bush (disambiguation)"", ""Bush, George"", ""Geroge Bush""]",False,0.0353,0.834,0.8693,7517.0,32607.0,172.4,143.7863
20260630_110707,100,ordered,,0,17,16,Which musical featured the song The Street Where You Live?,The Music Man,"[""My Fair Lady (2010 film)"", ""Enry Iggins"", ""Why Can't the English%3F"", ""My Fair Lady"", ""My Fair Lady (upcoming film)"", ""My Fair Lady (musical)"", ""My fair lady"", ""I'm an Ordinary Man"", ""My Fair Lady (2014 film)"", ""My Fair Lady (2012 film)"", ""My Fair Lady (2015 film)""]",False,0.0404,0.8377,0.8781,7517.0,32607.0,171.6,143.747
20260630_110707,100,ordered,,0,18,17,"""Who was the target of the failed """"Bomb Plot"""" of 1944?""","The target of the failed ""Bomb Plot"" of 1944 was the German Embassy in Washington, D.C.","[""Hitlerian"", ""Adolph Schicklgruber"", ""HitlerAdolf"", ""Hitler's medical health"", ""Adolf Hitle"", ""Hitlar"", ""Adolph Hiedler"", ""Adolf Hiedler"", ""Adolph Hittler"", ""Day of Potsdam"", ""Adolpf Hitler"", ""Adolf Hister"", ""Adolf Hitlier"", ""Adolph Hitler's health"", ""Hitler's health"", ""Hitlers"", ""Aldof Hilter"", ""HITLER"", ""Hitler, Adolph"", ""History of Adolf Hitler"", ""Hitler,Adolph"", ""Adolph Hiter"", ""Adolf Hittler"", ""Herr Hitler"", ""Hitler,Adolf"", ""Adolf Schicklegruber"", ""Adolf hitler"", ""Adlof hitler"", ""Adolph Schickelgruber"", ""Hitler Adolf"", ""Hitlers medical health"", ""HitlerAdolph"", ""Adolph Schicklegruber"", ""Adolf Hiler"", ""Adolf Hitler's medical condition"", ""Hittler"", ""Adolf Schickelgruber"", ""Adolf Hitler"", ""Hitler's"", ""Hitler, adolf"", ""Nazi leader"", ""Hitler, Adolf"", ""Herr Wolf"", ""Adolph Hitler's medical health"", ""Adolph Hitler"", ""Adolf Hitler's health"", ""Adolf Schicklgruber"", ""AdolphHitler"", ""Adolf Hilter"", ""Health of Adolf Hitler"", ""Adolf Hitler's medical health"", ""Hitler Adolph"", ""AdolfHitler"", ""Adolf HItler"", ""Hitlet"", ""Hitler adolf"", ""Adoff Hitler"", ""Adolfus Hitler"", ""Hitler"", ""Adolph hitler""]",False,0.0345,0.8403,0.8748,7517.0,32607.0,170.96,143.6532
20260630_110707,100,ordered,,0,19,18,Who had an 80s No 1 hit with Hold On To The Nights?,The Human League,"[""Richard Noel Marx"", ""Richard Marx""]",False,0.0359,0.8233,0.8592,7517.0,32607.0,171.27,141.0045
20260630_110707,100,ordered,,0,20,19,Who directed the classic 30s western Stagecoach?,John Ford,"[""John Ford (1895-1973)"", ""Sean O'Feeney"", ""John Ford (film director)"", ""Ford, John (1895-1973)"", ""Argosy Pictures"", ""John Ford statue"", ""John Martin O'Feeney"", ""John Ford (director)"", ""Cavalry trilogy"", ""John O'Feeney"", ""Sean Aloysius O'Feeney"", ""Ford, John"", ""John Ford""]",True,0.0428,0.8285,0.8713,7517.0,32607.0,171.84,142.3728
20260630_110707,100,ordered,,0,21,20,Dave Gilmore and Roger Waters were in which rock group?,Pink Floyd,"[""Grey Floyd"", ""Pink Floyd trivia"", ""The Screaming Ab Dabs"", ""Pink flowd"", ""The Meggadeaths"", ""The Architectural Abdabs"", ""PINK FLOYD"", ""Pink Flod"", ""Pink Floyd"", ""Pink Floyd Trivia"", ""The Pink Floyd"", ""Notable or frequent contributors to pink floyd"", ""The Tea Set"", ""Pinkfloyd"", ""Pi5"", ""Pink floid"", ""Pink Floyd (band)"", ""The T Set"", ""Screaming abdabs"", ""Notable or frequent contributors to Pink Floyd"", ""The Megadeaths"", ""Pik floyd"", ""The Pink Floyd Sound"", ""Pink floyd"", ""The T-Set"", ""The Screaming Abdabs"", ""Clive Metcalfe"", ""Meggadeaths""]",True,0.0444,0.8337,0.8781,7517.0,32607.0,171.52,143.0039
20260630_110707,100,ordered,,0,22,21,Which highway was Revisited in a classic 60s album by Bob Dylan?,Route 66,"[""61"", ""sixty-one""]",False,0.0386,0.8327,0.8713,7517.0,32607.0,172.03,143.2487
