session_id,num_questions,mode,seed,start_index,question_number_in_session,question_index_in_dataset,question,model_answer,ground_truth_aliases,is_correct,processing_time,inference_time,local_total_time,gpu_memory_used_mb,gpu_memory_total_mb,gpu_power_watts,energy_joules_estimate
20260630_114452,100,random,46,,1,2502,What in the human body are enclosed in the Pleura ?,The lungs,"[""Pulmonary surgical procedures"", ""Pulmanary"", ""Bird lung"", ""Pulmo"", ""Alveolar sacs"", ""Bellows lung"", ""Superior lobe of left lung"", ""Inferior lobe of left lung"", ""Pulmones"", ""LUNGS"", ""Pulmonarily"", ""Avian lungs"", ""Lung"", ""Pulmonary gas exchange"", ""Lungs"", ""Pulmo sinister"", ""Pulmonary"", ""Inferior lobe"", ""Nonrespiratory functions of the lungs"", ""Lunged"", ""Circulatory lung""]",True,0.0381,0.8145,0.8526,7584.0,32607.0,174.88,142.4387
20260630_114452,100,random,46,,2,13107,"In which sport did Andre Agassi's father Mike Agassi compete in the 1948 and 1952 Olympics, represented Iran?",Wrestling,"[""Prize fight"", ""Prize fighting"", ""Fistfighting"", ""Corner men"", ""Corner persons"", ""Prize-fighter"", ""Noble art"", ""Boxing"", ""Sports boxing"", ""Western boxing"", ""English boxing"", ""Boxing match"", ""Fistfight"", ""Cornermen"", ""Prizefighter"", ""Low guard"", ""Boxing (sport)"", ""Boxing moves"", ""Corner-man"", ""Cornerpersons"", ""Pugilism"", ""Corner-person"", ""Fist fight"", ""Boxing punches"", ""Round (boxing)"", ""Pugilist"", ""Boxer"", ""Fist-fighting"", ""Gentleman's sport"", ""Fist-fight"", ""拳闘"", ""Cornerperson"", ""Prizefights"", ""History of professional boxing"", ""Corner-persons"", ""Fist fighting"", ""Prize fighter"", ""Boxers"", ""Parrying (boxing)"", ""History of boxing"", ""Fist Fighting"", ""Prize Fighter"", ""Pugilistic"", ""Corner-men"", ""Corner person"", ""Ring second"", ""Hit and Away"", ""Boxing Styles and Techniques""]",False,0.0319,0.8358,0.8677,7590.0,32607.0,174.65,145.9653
20260630_114452,100,random,46,,3,1309,The Suez Canal joins the Red Sea and which other body of water?,The Mediterranean Sea,"[""Mediterranian"", ""Meditiranean"", ""West Mediterranean"", ""Mare internum"", ""Pollution of the Mediterranean Sea"", ""Mediteranean"", ""Mediterranean sea"", ""Mediterannean Sea"", ""Mediterranian Sea"", ""Miditerranean"", ""Medaterain"", ""Western Mediterranean"", ""Meditaranian"", ""The Med"", ""Meditterranean sea"", ""Mediterrannean Sea"", ""Mediterranean coast"", ""Mediterannean"", ""Mediteranian"", ""Mediterranium sea"", ""Meditarranean"", ""Mediterain"", ""Med sea"", ""Mediterraenian"", ""Overfishing in the Mediterranean Sea"", ""Mediteranean sea"", ""Mediterranea"", ""Mediterranean Countries"", ""Roman Sea"", ""Méditerranean Sea"", ""Tourism in the Mediterranean region"", ""البحر الأبيض المتوسط"", ""البحر المتوسط"", ""Mediteranean Sea"", ""Sea of Mediterranea"", ""Mediterranean"", ""Medditeranean"", ""Medeterain"", ""Mediterranean Sea"", ""Mediterrannean"", ""Mediterranean Ocean"", ""Roman Mediterranean""]",True,0.0428,0.8237,0.8665,7590.0,32607.0,173.72,143.0888
20260630_114452,100,random,46,,4,7488,Which country is separated into two parts by the town of Limbang of Malaysia?,Brunei,"[""Abode of Peace"", ""BRUNEI"", ""Health in Brunei"", ""Burnei"", ""State of Brunei Darussalam"", ""Nation of Brunei, the Abode of Peace"", ""برني دارالسلا"", ""Brunei"", ""Bruneian Sultanate"", ""Brunei Darrussalam"", ""State of Brunei"", ""Brunai"", ""Nation of Brunei"", ""ISO 3166-1:BN"", ""Asia/Brunei"", ""Human rights in Brunei"", ""Brunei Darsussalam"", ""Nation of Brunei, Abode of Peace"", ""Negara Brunei Darussalam"", ""Subdivisions of Brunei"", ""Brunei Darussalam"", ""Administrative divisions of Brunei"", ""Brunei Sultanate"", ""بروني"", ""Legal system of Brunei"", ""State of Brunei, Abode of Peace"", ""Etymology of Brunei""]",True,0.0401,0.8247,0.8648,7590.0,32607.0,174.42,143.8414
20260630_114452,100,random,46,,5,16899,Charcot-Marie-Tooth disease is an inherited muscle wasting disease affecting which part of the body?,Peripheral nerves,"[""The Legs"", ""The legs"", ""Betty Grable""]",False,0.0402,0.8204,0.8605,7590.0,32607.0,175.56,144.0248
20260630_114452,100,random,46,,6,4979,What is the name for the outer layer of the Earth?,Crust,"[""Cruſt"", ""Crust (disambiguation)"", ""Crust"", ""Crustal"", ""Crust formation""]",True,0.0354,0.8307,0.8661,7585.0,32607.0,175.01,145.3893
20260630_114452,100,random,46,,7,17630,"Founded in 1900, in what sport is the Davis Cup played for?",Tennis,"[""Lawn tennis"", ""Tenniz"", ""TenniS"", ""Tenis"", ""Lawn-Tennis"", ""Professional tennis player"", ""Break point"", ""Tennis"", ""Tennis player"", ""Big tennis"", ""Lawn Tennis"", ""Match point (tennis)"", ""Game point"", ""Set point (tennis)"", ""Tennis coaching"", ""Match tiebreak"", ""Championship point"", ""🎾""]",True,0.035,0.8218,0.8567,7571.0,32607.0,175.08,143.8769
20260630_114452,100,random,46,,8,1054,In which country would you traditionally see a settlement called a Kibbutz?,Israel,"[""İsrail"", ""ISRAEL"", ""Israeli Republic"", ""Isræl"", ""Medinat Yisrael"", ""מְדִינַת יִשְׂרָאֵל"", ""Istrael"", ""Israeli (nation)"", ""ISO 3166-1:IL"", ""Medinat Israel"", ""Dawlat Isra'il"", ""State of israel"", ""Yisraél"", ""Isra'il"", ""Republic of Israel"", ""دولة إسرائيل"", ""Israel"", ""Israël"", ""Israelim"", ""Medinat Yisra'el"", ""ישראל"", ""State of Israel"", ""יִשְרָאֵל"", ""מדינת ישראל"", ""Dawlat Isrā'īl"", ""Yisra'el"", ""Yisrael"", ""Israeli state"", ""The state of Israel"", ""Jewish Republic"", ""Israil"", ""Jewish Palestine"", ""Etymology of Israel"", ""Isreal"", ""Yisroel"", ""Israyl"", ""Israel (nation)"", ""Modern Israel"", ""Israelian"", ""Hebrew state"", ""M'dinat Yisrael"", ""Israe;"", ""Izrael (state)"", ""Isreael"", ""Isreali"", ""יִשְׂרָאֵל"", ""Medīnat Yisrā'el"", ""Yisroeil"", ""Israel (country)""]",True,0.0324,0.8139,0.8462,7571.0,32607.0,175.07,142.4807
20260630_114452,100,random,46,,9,995,What is the name of the village druid in the comic strip ‘Asterix’?,Getafix,"[""Unhygienix"", ""Getafix"", ""Mrs Geriatrix"", ""Mrs. Geriatrix"", ""Vitalstatistix"", ""Pirates (Asterix)"", ""Fulliautomatix"", ""Chief's shieldbearers"", ""Characters of Asterix"", ""Mrs. Fulliautomatix"", ""Postaldistrix"", ""Characters in asterix"", ""List of Asterix characters"", ""Iélosubmarine"", ""Flaturtha"", ""Recurring characters in Asterix"", ""Bacteria (comics)"", ""Ocatarinetabellatchitchix"", ""Characters in Asterix"", ""Cacofonix"", ""Impedimenta"", ""Asterix characters"", ""Geriatrix""]",True,0.0419,0.8194,0.8613,7571.0,32607.0,174.85,143.276
20260630_114452,100,random,46,,10,2259,Jazz musician Jelly Roll Morton is associated with which instrument?,Piano,"[""PIANO"", ""The Piano (film)"", ""The Piano""]",True,0.031,0.8192,0.8503,7571.0,32607.0,173.81,142.3929
20260630_114452,100,random,46,,11,10488,What artist designed the logo for Chupa Chups lollipops?,Salvador Dali,"[""Salvador Felipe Jacinto DalA"", ""Daliesque"", ""Salvador Felip Jacint Dali Domenech"", ""Dalíesque"", ""Salvador Felip Jacint Dalí Domènech"", ""Salvador Felipe Jacinto Dali"", ""Meanings of Paintings by Salvador Dali"", ""Dalí"", ""Nuclear cross"", ""Salvador Dali i Domenech"", ""Dali Lithograph"", ""Salvador Domingo Felipe Jacinto Dalí i Domenech"", ""Salvador Domingo Felipe Jacinto Dalí i Domènech, 1st Marquis of Púbol"", ""Dali salvador"", ""Salvador Domingo Felipe Jacinto Dali i Domenech"", ""Salvador dhali"", ""Salvadore Dali"", ""Salvador Dalì"", ""Salvador Dalí"", ""Salvador Domingo Felipe Jacinto Dali i Domènech"", ""Salvador Dali"", ""Salvador Dalí i Domènech"", ""Salvador Domenec Felip Jacint Dali Domenech"", ""Marques de Pubol"", ""Salvador Domingo Felipe Jacinto Dalí i Domènech"", ""Salvador Domenec Felip Jacint Dalí Domenech"", ""Salvador dalì"", ""Salvador dali"", ""Salvador Felipe Jacinto Dali i Domenech"", ""The Meanings of the Paintings of Salvador Dali"", ""Avida Dollars"", ""Salvidor Dali""]",True,0.0379,0.8217,0.8596,7568.0,32607.0,174.97,143.7761
20260630_114452,100,random,46,,12,1784,"In the lyrics of ‘Hello, Hello, Who’s Your Lady Friend?’, Margate is mentioned in the verse.","Margate is a seaside town in Kent, England.","[""Brighthelmstone"", ""UN/LOCODE:GBBSH"", ""BRIGHTON"", ""Brighton music"", ""Brighton Ferry"", ""Brighton, UK"", ""Brighton, Sussex"", ""Mayor of Brighton"", ""Brighton, East Sussex"", ""Brighton Borough Council"", ""County Borough of Brighton"", ""Brighton, England"", ""Brighton""]",False,0.0414,0.8243,0.8657,7565.0,32607.0,174.77,144.0581
20260630_114452,100,random,46,,13,1011,The Lord Advocate is the chief law officer in which European country?,Scotland,"[""The Scottish Nation"", ""Scotlander"", ""Scotland"", ""Northern Great Britain"", ""Scot Land"", ""Scottland"", ""Scotlanders"", ""Scotland, UK"", ""Scotland's"", ""Scottish nation"", ""North Great Britain"", ""Autonomous Province of Scotland"", ""Scottish Nation"", ""Communications in Scotland"", ""Maps of scotland"", ""North of Great Britain"", ""Scotia minor"", ""Auld Country"", ""Scotchland"", ""H-Alba"", ""SCOTLAND"", ""East coast of Scotland""]",True,0.0344,0.8093,0.8437,7565.0,32607.0,174.94,141.5755
20260630_114452,100,random,46,,14,4436,In 2008 government in Bhutan was changed from an absolute monarchy to what?,Constitutional Monarchy,"[""Monarchic republic"", ""Representative monarchists"", ""Limited monarchy"", ""Representative constitutional monarchisms"", ""Representative monarch"", ""Representative monarchist"", ""Constitutional Monarch"", ""Parliamentary monarchies"", ""Representative parliamentary monarch"", ""Constitutional monarchs"", ""Parliamentary Monarchy"", ""Parliamentary monarchism"", ""Representative monarchy"", ""Representative monarchs"", ""Representative parliamentary monarchies"", ""Semi Constitutional Monarchy"", ""Representative monarchism"", ""Parliamentary monarchist"", ""Constitutional monarchism"", ""Constitutional monarchies"", ""Representative parliamentary monarchists"", ""Parliamentary monarchisms"", ""Constitutional royalists"", ""Representative parliamentary monarchs"", ""Representative constitutional monarchism"", ""Parliamentary monarchists"", ""Constitutional monarchists"", ""Constitutional monarchy"", ""Ceremonial monarchies"", ""Representative constitutional monarchy"", ""Parliamentary monarch"", ""Constitutional monarchist"", ""Constitutional monarchisms"", ""Semi-constitutional monarchy"", ""Representative constitutional monarchs"", ""Representative constitutional monarchist"", ""Representative constitutional monarch"", ""Constitutional democratic monarchy"", ""Representative monarchisms"", ""Representative parliamentary monarchisms"", ""Representative parliamentary monarchist"", ""Constitutional Monarchy"", ""Representative monarchies"", ""Parliamentary monarchs"", ""Representative consitutional monarchies"", ""Representative parliamentary monarchism"", ""Constitutional monarch"", ""Parliamentary monarchy"", ""Representative parliamentary monarchy"", ""Representative constitutional monarchists""]",True,0.0461,0.8129,0.859,7565.0,32607.0,176.77,143.6979
20260630_114452,100,random,46,,15,9677,"First debuting in the cartoon Mickey's Review, what classic turtle neck wearing cartoon character had the original name of Dippy Dog?",Donald Duck,"[""Goofy holler"", ""Goofey"", ""Gawrsh!"", ""Goofy Jr."", ""George Geef"", ""Max Goofy"", ""Goofy yell"", ""Ah-Hyuck"", ""Goofy"", ""Ah-hyuck"", ""A-Hyuck"", ""Goofy Goof"", ""Goofy Sr."", ""Dippy Dawg"", ""Super Goofy"", ""Super Goof"", ""Goofy filmography"", ""List of Goofy Cartoons"", ""A-hyuck"", ""List of Donald Duck & Goofy Cartoons""]",False,0.0432,0.8212,0.8644,7565.0,32607.0,176.03,144.5498
20260630_114452,100,random,46,,16,17293,Which song did Aled Jones forget the words of during a Royal Variety Performance,The Beatles’ “All You Need Is Love”,"[""Memry"", ""Memories"", ""Memory"", ""Topographical memory"", ""Human memory"", ""Memory (psychology)"", ""Memory training"", ""Memory retention"", ""Memorable"", ""Topographic memory"", ""Molecular mechanisms of memory""]",False,0.0391,0.8209,0.86,7565.0,32607.0,175.43,144.0065
20260630_114452,100,random,46,,17,10802,Stanislaw August Poniatowski was the last king of which European country?,Poland,"[""Etymology of Poland"", ""Polish state"", ""Poleand"", ""Rzeczpospolita Polska"", ""Polland"", ""ISO 3166-1:PL"", ""Polskor"", ""Republic of Poland"", ""POLAND"", ""Fourth Poland"", ""Country- Poland"", ""Poleland"", ""Polska"", ""Poland"", ""Poland."", ""Pols Land"", ""Polnd"", ""Po land"", ""Lenkija"", ""Bastarnia"", ""Pologne"", ""PolanD"", ""Polija"", ""Pole land"", ""Architecture of Poland"", ""Ploand""]",True,0.0468,0.8213,0.8681,7565.0,32607.0,175.66,144.2699
20260630_114452,100,random,46,,18,3044,What holds the greatest volume of fresh water on Earth?,Oceans,"[""Glaciar"", ""Glacier"", ""Continental glacier"", ""Glacial deposition"", ""Fluvio-glacial deposition"", ""Tidewater glaciers"", ""Alpine glaciers"", ""Glaciated"", ""Glaciers"", ""Unglaciated"", ""Glaciate"", ""Glacial formation"", ""Ice river"", ""Warm-based glacier"", ""Glaciars"", ""Gletscher"", ""Glacial trough"", ""Glacially"", ""GLACIER"", ""Ogive (glacier)"", ""Cold-based glacier"", ""Glacitectonism"", ""Channel glacier"", ""Glacial Trough"", ""Ogives (glaciers)"", ""Receding glacier"", ""Glacitectronism"", ""Polythermal glacier"", ""Basal ice"", ""Alpine glacier"", ""Ablation till"", ""Mountain glacier"", ""Glacial ice""]",False,0.0406,0.8141,0.8547,7565.0,32607.0,174.12,141.7542
20260630_114452,100,random,46,,19,13040,"In 1487, Portuguese navigator Bartholomew Diaz was the first European to sail past which landmark?",Cape of Good Hope,"[""Cape Point Nature Reserve"", ""Kaap die Goeie Hoop"", ""Kaap de Goede Hoop"", ""African cape"", ""Cape of storms"", ""Cape of Good Hope (landmark)"", ""Cape of Good Hope (South Africa)"", ""South African Cape"", ""Cape of Good Hope, South Africa"", ""Cape Hope"", ""Cape of Good Hope (Landmark)"", ""Cabo da Boa Esperança"", ""Cape of good hope"", ""The Cape of Good Hope"", ""Cape of Storms"", ""Cabo de Buena Esperanza"", ""Cape of Good Hope""]",True,0.035,0.8284,0.8634,7565.0,32607.0,173.71,143.8999
20260630_114452,100,random,46,,20,15687,In which Canadian province or state is Cape Race?,Newfoundland,"[""Newfoundland and labrador"", ""Newfoundland, Canada"", ""Province of Newfoundland"", ""Newfoundland and Labrador"", ""Newfoundland And Labrador"", ""New Foundland & Labrador"", ""Neufundland"", ""Newfoundlanders"", ""NEWFOUNDLAND"", ""Nfld"", ""Province of Newfoundland and Labrador"", ""Terre-Neuve (province)"", ""Newfoundland & Labrador"", ""NFLD"", ""Newfoundland (province)"", ""CA-NL"", ""Terre-Neuve-et-Labrador"", ""Terra Nova, Canada"", ""Newfoundland"", ""Newfoundlander"", ""Nfld.""]",True,0.0416,0.808,0.8495,7565.0,32607.0,174.11,140.6728
20260630_114452,100,random,46,,21,11808,What is the first name of Madame Bovary in Flaubert's 1856 novel?,Emma,"[""Emma (singer)"", ""Emma (1996)"", ""Emma"", ""Emma (1996 movie)"", ""Emma (film)"", ""Emma (disambiguation)"", ""EMMA"", ""Emma (1996 film)""]",True,0.0311,0.812,0.8431,7565.0,32607.0,175.27,142.3265
20260630_114452,100,random,46,,22,5115,"What area of Florida can be described as a slow-moving, 60 mile wide river?",The Everglades,"[""Glades, FL"", ""Tip of Florida"", ""Florida Everglades"", ""The Glades (Florida)"", ""Glades, Florida"", ""Everglades"", ""Glades (Florida)"", ""Everglades, Miami-Dade County, Florida"", ""Everglades, Miami-Dade County, FL"", ""The Everglades"", ""Florida everglades"", ""The Glades, FL"", ""Everglades Agricultural Area"", ""The Glades, Florida""]",True,0.0445,0.8156,0.8601,7565.0,32607.0,175.87,143.4461
20260630_114452,100,random,46,,23,15424,Which Wagner opera tells the story of the eponymous swan knight and features The Bridal Chorus?,Lohengrin,"[""Loherangrin"", ""Lorengel"", ""Lohengrin""]",True,0.0398,0.8141,0.8539,7565.0,32607.0,174.8,142.3082
