session_id,num_questions,mode,seed,start_index,question_number_in_session,question_index_in_dataset,question,model_answer,ground_truth_aliases,is_correct,send_request_time,network_latency,receive_response_time,client_total_time,processing_non_inference_time,inference_time,cloud_total_time,communication_time,computation_time,api_total_time,gpu_memory_used_mb,gpu_memory_total_mb,gpu_power_watts,energy_joules_estimate
20260701_151914,100,random,44,,1,13386,"Who has been under house arrest for 15 of the past 21 years, and was released from the latest sentence on 13 November 2010?",Aung San Suu Kyi,"[""Daw Suu"", ""Aung Sang Suu Kyi"", ""အောင်ဆန်းစုကြည်"", ""Aung San Suu Kyi"", ""Ang San So Kii"", ""Suu Kyi"", ""Daw Aung San Suu Kyi"", ""Aung san suu kyi"", ""Aung Sun Suu Kyi"", ""Aung San Suu Ki"", ""Aung Suu Kyi"", ""Aung San Sui Kyi"", ""Assk"", ""Aung Sun Su Kyi"", ""Aung San Su Kyi"", ""Daw Aung San Suu Ky"", ""Ang San Su Chee"", ""Aung San Su Ki"", ""ASSK"", ""အောင်ဆန်းစုကြည"", ""Aang san suu kyii"", ""Daw Suu Kyi""]",True,0.0,0.5431,0.0001,0.5432,0.0159,0.2754,0.2913,0.5432,0.2913,0.8345,5642.0,32607.0,163.98,45.1642
20260701_151914,100,random,44,,2,17040,238 AD is known in Roman history as the Year of the ........ (how many) Emperors?,4,"[""SIX"", ""six"", ""6""]",False,0.0,0.5202,0.0002,0.5204,0.0145,0.2727,0.2872,0.5204,0.2872,0.8076,5642.0,32607.0,135.64,36.9914
20260701_151914,100,random,44,,3,17759,"Luminol, a chemical that exhibits chemiluminescence, is often used by forensic examiners to try and detect trace amounts of what?",Blood,"[""A blood"", ""Type O blood"", ""AB blood"", ""B type blood"", ""🆎"", ""B blood"", ""A type blood"", ""O blood"", ""Isohaemagglutinin"", ""ABO system"", ""AB0 blood group system"", ""Abo blood type"", ""Type A blood"", ""ABO blood group system"", ""ABO blood system"", ""B antigen"", ""AB0"", ""H substance"", ""ABO blood types"", ""O type blood"", ""ABO blood group"", ""ABO blood groups"", ""A and o"", ""Isohemagglutinin"", ""A antigen"", ""ABO"", ""blood"", ""Substance H"", ""ABO grouping"", ""ABO phenotypes"", ""ABO blood type"", ""Type AB"", ""🅱"", ""🅰"", ""Isohaemagglutinins"", ""Blood type AB"", ""Abo blood group"", ""Abo blood-group system"", ""🅾""]",True,0.0,0.6303,0.0002,0.6306,0.0148,0.2719,0.2867,0.6306,0.2867,0.9173,5642.0,32607.0,139.13,37.83
20260701_151914,100,random,44,,4,3822,"Prince Philip, Duke of Edinburgh, was born on which island?",Greece,"[""Corcyra"", ""Corfu"", ""Kerkira"", ""Corfou"", ""Corfiote"", ""Kerkyra"", ""The corfu incident"", ""Kerkira Island, Greece"", ""Island of Corfu"", ""Corfù"", ""Kérkira"", ""Corcyraean"", ""Korfu"", ""Ancient Corcyra"", ""Corfu, Greece""]",False,0.0,0.5014,0.0002,0.5016,0.0147,0.273,0.2878,0.5016,0.2878,0.7893,5642.0,32607.0,167.46,45.7242
20260701_151914,100,random,44,,5,5788,Which post in England and Wales is held by Anne Owers?,Chief Inspector of Prisons,"[""Chief inspector of prisons"", ""Her Majesty's Inspectorate of Prisons"", ""Chief Inspector of Prisons"", ""HM Inspector of Prisons"", ""(CHIEF) INSPECTOR OF PRISONS"", ""Her Majesty's Chief Inspector of Prisons"", ""HM Inspectorate of Prisons""]",True,0.0,0.4666,0.0003,0.4669,0.0154,0.272,0.2873,0.4669,0.2873,0.7542,5642.0,32607.0,135.53,36.8577
20260701_151914,100,random,44,,6,12437,The 2014 'Bendgate' controversy/publicity concerned version 6 of which famous product?,iPhone,"[""Bendgate"", ""Apple iphone 6"", ""IPhone6"", ""IPhone 6+"", ""Bend-gate"", ""Apple iPhone 6"", ""IPhone 6"", ""IPhone 6 Plus"", ""I phone 6 plus"", ""Iphone 6""]",False,0.0,0.6326,0.0003,0.6329,0.0158,0.2717,0.2875,0.6329,0.2875,0.9204,5642.0,32607.0,139.68,37.9551
20260701_151914,100,random,44,,7,7378,"According to the Bible, which was the only one of the twelve disciples who was actually present at the foot of the Cross as Jesus was crucified?",John,"[""Saint John"", ""Sinjin"", ""Saint John (city)"", ""Saint John (disambiguation)"", ""St. John"", ""Sint Jan"", ""St John"", ""St john (disambiguation)"", ""St. Jan"", ""St.John""]",False,0.0,0.4318,0.0003,0.4321,0.0148,0.274,0.2888,0.4321,0.2888,0.7209,5642.0,32607.0,185.34,50.7765
20260701_151914,100,random,44,,8,9488,Who played 'Peter Pan' in Spielberg's 'Hook'?,Dustin Hoffman,"[""Robin Willaims"", ""Robin Williams"", ""Susan Schneider"", ""Robin williams"", ""Cody Alan Williams"", ""Marty Fromage"", ""Zachary Pym Williams"", ""Sudy Nim"", ""Zachary Williams"", ""Zak Williams"", ""Robin Williams: Live on Broadway"", ""Pecos Bill (album)"", ""Robbin Williams"", ""Throbbing Python of Love"", ""Robin williams off the wall"", ""Robin McLaurin Williams"", ""Robin williams live on broadway"", ""Valerie Velardi"", ""Ray D. Tutto"", ""Cody A. Williams"", ""Robin McLaurim Williams""]",False,0.0,0.4628,0.0002,0.463,0.0152,0.2717,0.2869,0.463,0.2869,0.75,5642.0,32607.0,135.84,36.9103
20260701_151914,100,random,44,,9,953,"Which fictional character is the subject of George Frampton’s bronze statue in Kensington Gardens, London?",Alice Liddell,"[""Peter Pan (literary character)"", ""Peter Pan (fictional character)"", ""Peter pan"", ""Peter Pan (literature character)"", ""Peter Pan (person)"", ""Peter Pan (character)"", ""Peter Pan"", ""Peter Pan (lierature character)""]",False,0.0,0.462,0.0001,0.4622,0.0147,0.2719,0.2866,0.4622,0.2866,0.7488,5642.0,32607.0,185.75,50.5095
20260701_151914,100,random,44,,10,7362,Which spirit is the base of the cocktails Planter’s Punch and Sundowner?,Rum,"[""Spiced Rum"", ""Spiced rum"", ""Rum"", ""Gunpowder Rum"", ""Rum (beverage)"", ""White rum"", ""Jamaica Spirits"", ""Caña blanca"", ""Dark rum"", ""White Rum"", ""Cuban rum"", ""Jamaica Spirit"", ""Gold rum"", ""Cane spirit"", ""Light rum"", ""Black rum"", ""Rude rum"", ""Hard rum"", ""Overproof rum"", ""Coconut rum""]",True,0.0,0.4313,0.0003,0.4316,0.0145,0.2717,0.2862,0.4316,0.2862,0.7179,5642.0,32607.0,150.58,40.9121
20260701_151914,100,random,44,,11,288,"On the London Underground, which is the only line to connect at some point with every other line on the system?",The Jubilee Line,"[""Jubilee line"", ""Fleet Line"", ""The Jubilee Line"", ""Jubilee Line"", ""Fleet line""]",True,0.0,1.0561,0.0003,1.0564,0.0152,0.2724,0.2877,1.0564,0.2877,1.3441,5642.0,32607.0,134.87,36.7451
20260701_151914,100,random,44,,12,3282,Astana is the capital of which country?,Kazakhstan,"[""Name of Kazakhstan"", ""Kazakistan"", ""Constitution Day (Kazakhstan)"", ""Kazahstan"", ""Kazakstan"", ""ISO 3166-1:KZ"", ""Kazahastan"", ""Kazakh Eli"", ""قازاقستان"", ""قازاقستان رەسپۋبلىيكاسى"", ""Respublika Kazakhstan"", ""Қазақстан"", ""Day of the Capital"", ""Etymology of Kazakhstan"", ""Қазақстан Республикасы"", ""Qazaqstan Respublïkası"", ""Kazastan"", ""Kazakh Yeli"", ""Казахстан"", ""Public holidays in Kazakhstan"", ""Kazhakstan"", ""Khazakhstan"", ""Kazakh Republic"", ""Kazakhstan"", ""Казакстан"", ""Kazachstan"", ""Республика Казахстан"", ""KA3AXCTAH"", ""Khazahstan"", ""Khazakastan"", ""Khazakstani"", ""KAZAKHSTAN"", ""Khazakstan"", ""Qazaqstan"", ""KA3AKCTAH"", ""Kazahkstan"", ""ҚР"", ""Republic of Kazakhstan"", ""The Republic of Kazakhstan"", ""Administrative divisions of Kazakhstan"", ""Kazakhistan"", ""Kazajastan"", ""Kazakhia""]",True,0.0,0.7767,0.5112,1.2879,0.0147,0.273,0.2877,1.2879,0.2877,1.5756,5642.0,32607.0,140.68,38.4079
20260701_151914,100,random,44,,13,5134,What name is given to any part of a circle that is bounded by two radii and an arc of the circumference?,Chord,"[""Sector"", ""SECTOR"", ""Sectors"", ""Sectorally"", ""Sector (disambiguation)"", ""Sectoral""]",False,0.0,0.6602,0.0003,0.6605,0.0155,0.2737,0.2892,0.6605,0.2892,0.9497,5642.0,32607.0,129.06,35.328
20260701_151914,100,random,44,,14,16833,On a clothing label a cross through what shape means 'Do Not Dry Clean'?,Triangle,"[""Centre for Innovation Research and Competence in the Learning Economy (CIRCLE)"", ""Centre for Innovation, Research and Competence in the Learning Economy"", ""Centre for Innovation, Research and Competence in the Learning Economy (CIRCLE)"", ""CIRCLE, Lund"", ""CIRCLE (research institute)"", ""CIRCLE""]",False,0.0,0.5154,0.0003,0.5157,0.0152,0.2748,0.29,0.5157,0.29,0.8057,5642.0,32607.0,134.92,37.0708
20260701_151914,100,random,44,,15,9928,What is the official color of the UPS trucks?,UPS trucks are painted in a color called “UPS Blue.”,"[""Orangeish blacks"", ""Light brown"", ""Orangeish black"", ""Black oranges"", ""Blackish-oranges"", ""Black-oranges"", ""Orangeish-black"", ""Orangeblack"", ""Orange-black"", ""Orangeish-blacks"", ""Brownest"", ""Pullman Brown"", ""Brownishly"", ""Blackish orange"", ""Brown"", ""List of terms associated with the color brown"", ""Orange-blacks"", ""Blackish oranges"", ""Orangeishblacks"", ""Brownness"", ""Orangeishblack"", ""Orangish-blacks"", ""Orangish blacks"", ""Pale Sandy Brown"", ""Blackish-orange"", ""Orangishblack"", ""Blackorange"", ""Brownishness"", ""Blackishoranges"", ""Brownish"", ""Orangish-black"", ""Black orange"", ""Orangish black"", ""Pullman brown"", ""Blackishorange"", ""Orange blacks"", ""Brown (colour)"", ""Black-orange"", ""Blackoranges"", ""Orangishblacks"", ""Dark brown"", ""Brown (color)"", ""Reddish brown"", ""Orangeblacks"", ""Brownly"", ""Orange black""]",False,0.0,0.5126,0.0003,0.5129,0.0155,0.2725,0.2881,0.5129,0.2881,0.8009,5642.0,32607.0,149.3,40.688
