session_id,num_questions,mode,seed,start_index,question_number_in_session,question_index_in_dataset,question,model_answer,ground_truth_aliases,is_correct,send_request_time,network_latency,receive_response_time,client_total_time,processing_non_inference_time,inference_time,cloud_total_time,communication_time,computation_time,api_total_time,gpu_memory_used_mb,gpu_memory_total_mb,gpu_power_watts,energy_joules_estimate
20260624_223136,10,random,42,,1,3648,What was first worn by British soldiers in India in 1845?,"The British Army’s first uniform was the “Indian” uniform, which was a version of the British Army’s “Blue” uniform.","[""Khaki"", ""Kackeys"", ""Kackey pants"", ""Khakis"", ""Khaki (colour)"", ""Dark khaki"", ""Khaki (color)"", ""Cackeys""]",False,0.0,0.9526,0.0004,0.953,0.0362,0.5274,0.5636,0.953,0.5636,1.5166,5620.0,32607.0,17.96,9.4717
20260624_223136,10,random,42,,2,819,Which US gangster was released from Alcatraz prison in November 1939?,Al Capone,"[""Alfonse %22Scarface%22 Capone"", ""CaPone"", ""Alphonse Gabriel %22Al%22 Capone"", ""Mae Capone"", ""Alphonse G Capone"", ""Al Capone"", ""Capone"", ""Alphonse Gabriel Capone"", ""Scarface (American gangster)"", ""Al Cappone"", ""Mae Coughlin"", ""Alphonse Capone"", ""Scarface Capone"", ""Al capone"", ""Albert Francis Capone"", ""Alphonse G. Capone""]",True,0.0,0.6211,0.0003,0.6214,0.0286,0.5262,0.5549,0.6214,0.5549,1.1763,5620.0,32607.0,123.7,65.0968
20260624_223136,10,random,42,,3,9012,Of which tribe of Red Indians was Geronimo a chief,Chiricahua,"[""Apache Nation"", ""Apche indian tribe"", ""ˀa˙paču"", ""Apacheans"", ""Apache Indians"", ""Apache (tribe)"", ""Apaches"", ""Apache indians"", ""Apache people"", ""Apache Tribe"", ""Apache tribe"", ""Apachean"", ""Apache""]",False,0.0,0.8067,0.0003,0.807,0.0242,0.5277,0.5519,0.807,0.5519,1.3589,5620.0,32607.0,94.88,50.0651
20260624_223136,10,random,42,,4,8024,Which rank of the RAF is equivalent to Major in the British Army?,Squadron Leader,"[""Squadron leader/page history"", ""Squadron Officer"", ""Squadron leader"", ""Acting Squadron Leader"", ""Squadron leaders"", ""Sqn Ldr"", ""Squadron Leader"", ""SQNLDR""]",True,0.0,0.4482,0.0003,0.4485,0.026,0.5262,0.5522,0.4485,0.5522,1.0007,5620.0,32607.0,126.68,66.6566
20260624_223136,10,random,42,,5,7314,Name the capital city of the Canadian Province of British Columbia?,Victoria,"[""CIVI-TV"", ""A Victoria"", ""A-Channel Vancouver Island"", ""A-Victoria"", ""CTV Two Vancouver Island"", ""A-Channel Victoria"", ""CIVI-DT-2"", ""VICTORIA"", ""CTV Vancouver Island"", ""A Vancouver Island"", ""'A' Vancouver"", ""%22A%22 Vancouver"", ""%22A%22 Vancouver Island"", ""'A' Vancouver Island"", ""CIVI-DT"", ""The New VI"", ""CTV Two Victoria"", ""'A' Victoria"", ""CIVI"", ""%22A%22 Victoria""]",True,0.0,0.5945,0.0003,0.5949,0.0274,0.5252,0.5526,0.5949,0.5526,1.1475,5620.0,32607.0,121.47,63.7948
20260624_223136,10,random,42,,6,4572,Quitline is a system of centres to help people to quit what?,Smoking,"[""Tobacco or alcohol""]",False,0.0,0.4893,0.0003,0.4897,0.029,0.5263,0.5553,0.4897,0.5553,1.0449,5620.0,32607.0,133.78,70.4094
20260624_223136,10,random,42,,7,3358,To what note is the top string on a six-string guitar normally tuned?,A,"[""⒠"", ""Ｅ"", ""🄔"", ""🅴"", ""E (letter)"", ""🄴"", ""E"", ""🅔""]",False,0.0,1.112,0.0001,1.1122,0.029,0.5267,0.5557,1.1122,0.5557,1.6679,5620.0,32607.0,98.51,51.8875
20260624_223136,10,random,42,,8,17870,"Named for its chairman, The Warren Commission published its final report on Sept 27, 1965. What event was it seated to investigate?",The assassination of President John F. Kennedy,"[""Shooting of John F. Kennedy"", ""Dealey Plaza shootings"", ""President Kennedy's assassination"", ""J.F.K assassination"", ""JFK assassination"", ""Assassination of JFK"", ""Assassination of President Kennedy"", ""Assassination of John F. Kennedy"", ""Kennedy assassination"", ""Death of JFK"", ""November 22, 1963"", ""Faye Chism"", ""Kennedy assasination"", ""Assassination of John Kennedy"", ""Shooting of JFK"", ""Kennedy's assassination"", ""The Kennedy assassination"", ""JFK Assassination"", ""Assassination of Kennedy"", ""Assassination of United States President John F. Kennedy"", ""John F kennedy assassination"", ""John F. Kennedy assassination"", ""John F. Kennedy's assassination"", ""Assassination of john f. kennedy"", ""John Fitzgerald Kennedy's assassination"", ""Killing of JFK"", ""John F. Kennedy Assassination"", ""Assassanation of John F. Kennedy"", ""Kennedy Assassination"", ""JFK shooting"", ""Kennedy assassination theories"", ""The Assassination of JFK"", ""Back and to the left"", ""Jfk assassination"", ""John F.Kennedy assassination"", ""Murder of JFK"", ""Assassination of John Fitzgerald Kennedy"", ""John F Kennedy assassination"", ""Assassination Information Bureau"", ""Murder of John F. Kennedy"", ""John f. kennedy assassination"", ""JFK blown away"", ""Death of John F. Kennedy"", ""JFK's Assassination"", ""Kennedy Assasination"", ""Assassination of john f kennedy"", ""J.F.K. Assassination"", ""JFK murder"", ""John F. Kennedy assassination/Archive 4"", ""Emmett Hudson"", ""Assassination of jfk"", ""JFK assasination"", ""Assassination of John F Kennedy"", ""John f kennedy assassination"", ""Clark Panel"", ""Assassination of President John F. Kennedy""]",True,0.0,0.6494,0.0003,0.6498,0.027,0.5363,0.5633,0.6498,0.5633,1.2131,5620.0,32607.0,124.68,66.8715
20260624_223136,10,random,42,,9,2848,"A Gay Girl in Damascus is the title of a hoax blog by fictional feminist/freedom campaigner Amina Abdallah Alaf al Omari, who in June 2011 was said to be based and abducted in which country?",Syria,"[""الجمهورية العربية السورية"", ""Amorrhitis"", ""سوريا"", ""Sport in Syria"", ""Syrian Arab Republic"", ""Administrative divisions of Syria"", ""Sūrīyah"", ""Arab Republic of Syria"", ""Assad government"", ""Assad regime"", ""Etymology of Syria"", ""Subdivisions of Syria"", ""الجمهوريّة العربيّة السّوريّة"", ""Sūriyā"", ""ISO 3166-1:SY"", ""Assad Government"", ""Syria"", ""Northern Syria"", ""Syrie"", ""Syrien"", ""Souria"", ""Sourie"", ""Suriyah"", ""Syrian (language)""]",True,0.0,0.5121,0.0003,0.5124,0.0282,0.5257,0.5539,0.5124,0.5539,1.0662,5622.0,32607.0,122.9,64.6093
20260624_223136,10,random,42,,10,13825,What was the central meeting place of ancient Rome?,Forum,"[""The Forum (disambiguation)"", ""Fori"", ""Forum"", ""The Forum"", ""Fora"", ""The Forum (magazine)"", ""Forum (disambiguation)"", ""Forums"", ""Forum (magazine)""]",True,0.0,0.8839,0.0003,0.8842,0.0278,0.525,0.5528,0.8842,0.5528,1.437,5622.0,32607.0,119.03,62.4885
