session_id,num_questions,mode,seed,start_index,question_number_in_session,question_index_in_dataset,question,model_answer,ground_truth_aliases,is_correct,send_request_time,network_latency,receive_response_time,client_total_time,processing_non_inference_time,inference_time,cloud_total_time,communication_time,computation_time,api_total_time,gpu_memory_used_mb,gpu_memory_total_mb,gpu_power_watts,energy_joules_estimate
20260701_145753,100,random,42,,1,3648,What was first worn by British soldiers in India in 1845?,"The British Army’s first uniform was the “Indian” uniform, which was a version of the British Army’s “Blue” uniform.","[""Khaki"", ""Kackeys"", ""Kackey pants"", ""Khakis"", ""Khaki (colour)"", ""Dark khaki"", ""Khaki (color)"", ""Cackeys""]",False,0.0,1.1574,0.0004,1.1578,0.021,0.2713,0.2924,1.1578,0.2924,1.4502,5634.0,32607.0,67.0,18.18
20260701_145753,100,random,42,,2,819,Which US gangster was released from Alcatraz prison in November 1939?,Al Capone,"[""Alfonse %22Scarface%22 Capone"", ""CaPone"", ""Alphonse Gabriel %22Al%22 Capone"", ""Mae Capone"", ""Alphonse G Capone"", ""Al Capone"", ""Capone"", ""Alphonse Gabriel Capone"", ""Scarface (American gangster)"", ""Al Cappone"", ""Mae Coughlin"", ""Alphonse Capone"", ""Scarface Capone"", ""Al capone"", ""Albert Francis Capone"", ""Alphonse G. Capone""]",True,0.0,0.9538,0.0007,0.9546,0.0149,0.2739,0.2887,0.9546,0.2887,1.2433,5634.0,32607.0,87.2,23.8822
20260701_145753,100,random,42,,3,9012,Of which tribe of Red Indians was Geronimo a chief,Chiricahua,"[""Apache Nation"", ""Apche indian tribe"", ""ˀa˙paču"", ""Apacheans"", ""Apache Indians"", ""Apache (tribe)"", ""Apaches"", ""Apache indians"", ""Apache people"", ""Apache Tribe"", ""Apache tribe"", ""Apachean"", ""Apache""]",False,0.0,0.896,0.0004,0.8965,0.0147,0.2744,0.2891,0.8965,0.2891,1.1856,5634.0,32607.0,130.46,35.8026
20260701_145753,100,random,42,,4,8024,Which rank of the RAF is equivalent to Major in the British Army?,Squadron Leader,"[""Squadron leader/page history"", ""Squadron Officer"", ""Squadron leader"", ""Acting Squadron Leader"", ""Squadron leaders"", ""Sqn Ldr"", ""Squadron Leader"", ""SQNLDR""]",True,0.0,0.9907,0.0004,0.9911,0.0144,0.2715,0.2859,0.9911,0.2859,1.277,5634.0,32607.0,92.62,25.1478
20260701_145753,100,random,42,,5,7314,Name the capital city of the Canadian Province of British Columbia?,Victoria,"[""CIVI-TV"", ""A Victoria"", ""A-Channel Vancouver Island"", ""A-Victoria"", ""CTV Two Vancouver Island"", ""A-Channel Victoria"", ""CIVI-DT-2"", ""VICTORIA"", ""CTV Vancouver Island"", ""A Vancouver Island"", ""'A' Vancouver"", ""%22A%22 Vancouver"", ""%22A%22 Vancouver Island"", ""'A' Vancouver Island"", ""CIVI-DT"", ""The New VI"", ""CTV Two Victoria"", ""'A' Victoria"", ""CIVI"", ""%22A%22 Victoria""]",True,0.0001,0.6886,0.0003,0.6889,0.0151,0.273,0.2881,0.6889,0.2881,0.9771,5634.0,32607.0,135.52,37.0005
20260701_145753,100,random,42,,6,4572,Quitline is a system of centres to help people to quit what?,Smoking,"[""Tobacco or alcohol""]",False,0.0001,1.2446,0.0002,1.245,0.0149,0.2718,0.2867,1.245,0.2867,1.5316,5634.0,32607.0,108.67,29.5313
20260701_145753,100,random,42,,7,3358,To what note is the top string on a six-string guitar normally tuned?,A,"[""⒠"", ""Ｅ"", ""🄔"", ""🅴"", ""E (letter)"", ""🄴"", ""E"", ""🅔""]",False,0.0,0.8176,0.0003,0.818,0.0149,0.2733,0.2881,0.818,0.2881,1.1061,5634.0,32607.0,111.17,30.3793
20260701_145753,100,random,42,,8,17870,"Named for its chairman, The Warren Commission published its final report on Sept 27, 1965. What event was it seated to investigate?",The assassination of President John F. Kennedy,"[""Shooting of John F. Kennedy"", ""Dealey Plaza shootings"", ""President Kennedy's assassination"", ""J.F.K assassination"", ""JFK assassination"", ""Assassination of JFK"", ""Assassination of President Kennedy"", ""Assassination of John F. Kennedy"", ""Kennedy assassination"", ""Death of JFK"", ""November 22, 1963"", ""Faye Chism"", ""Kennedy assasination"", ""Assassination of John Kennedy"", ""Shooting of JFK"", ""Kennedy's assassination"", ""The Kennedy assassination"", ""JFK Assassination"", ""Assassination of Kennedy"", ""Assassination of United States President John F. Kennedy"", ""John F kennedy assassination"", ""John F. Kennedy assassination"", ""John F. Kennedy's assassination"", ""Assassination of john f. kennedy"", ""John Fitzgerald Kennedy's assassination"", ""Killing of JFK"", ""John F. Kennedy Assassination"", ""Assassanation of John F. Kennedy"", ""Kennedy Assassination"", ""JFK shooting"", ""Kennedy assassination theories"", ""The Assassination of JFK"", ""Back and to the left"", ""Jfk assassination"", ""John F.Kennedy assassination"", ""Murder of JFK"", ""Assassination of John Fitzgerald Kennedy"", ""John F Kennedy assassination"", ""Assassination Information Bureau"", ""Murder of John F. Kennedy"", ""John f. kennedy assassination"", ""JFK blown away"", ""Death of John F. Kennedy"", ""JFK's Assassination"", ""Kennedy Assasination"", ""Assassination of john f kennedy"", ""J.F.K. Assassination"", ""JFK murder"", ""John F. Kennedy assassination/Archive 4"", ""Emmett Hudson"", ""Assassination of jfk"", ""JFK assasination"", ""Assassination of John F Kennedy"", ""John f kennedy assassination"", ""Clark Panel"", ""Assassination of President John F. Kennedy""]",True,0.0001,0.8765,0.0004,0.877,0.0147,0.278,0.2927,0.877,0.2927,1.1697,5634.0,32607.0,122.24,33.9869
20260701_145753,100,random,42,,9,2848,"A Gay Girl in Damascus is the title of a hoax blog by fictional feminist/freedom campaigner Amina Abdallah Alaf al Omari, who in June 2011 was said to be based and abducted in which country?",Syria,"[""الجمهورية العربية السورية"", ""Amorrhitis"", ""سوريا"", ""Sport in Syria"", ""Syrian Arab Republic"", ""Administrative divisions of Syria"", ""Sūrīyah"", ""Arab Republic of Syria"", ""Assad government"", ""Assad regime"", ""Etymology of Syria"", ""Subdivisions of Syria"", ""الجمهوريّة العربيّة السّوريّة"", ""Sūriyā"", ""ISO 3166-1:SY"", ""Assad Government"", ""Syria"", ""Northern Syria"", ""Syrie"", ""Syrien"", ""Souria"", ""Sourie"", ""Suriyah"", ""Syrian (language)""]",True,0.0,0.9256,0.0003,0.9259,0.0152,0.2763,0.2915,0.9259,0.2915,1.2174,5636.0,32607.0,103.77,28.6674
20260701_145753,100,random,42,,10,13825,What was the central meeting place of ancient Rome?,Forum,"[""The Forum (disambiguation)"", ""Fori"", ""Forum"", ""The Forum"", ""Fora"", ""The Forum (magazine)"", ""Forum (disambiguation)"", ""Forums"", ""Forum (magazine)""]",True,0.0,0.6804,0.0005,0.681,0.015,0.2727,0.2877,0.681,0.2877,0.9686,5636.0,32607.0,136.62,37.2544
