session_id,num_questions,mode,seed,start_index,question_number_in_session,question_index_in_dataset,question,model_answer,ground_truth_aliases,is_correct,send_request_time,network_latency,receive_response_time,client_total_time,processing_non_inference_time,inference_time,cloud_total_time,communication_time,computation_time,api_total_time,gpu_memory_used_mb,gpu_memory_total_mb,gpu_power_watts,energy_joules_estimate
20260624_221337,10,ordered,,0,1,0,Who was the man behind The Chipmunks?,Ross Bagdasarian,"[""David Seville""]",False,0.0,0.9022,0.0004,0.9026,0.0355,0.5252,0.5607,0.9026,0.5607,1.4633,5620.0,32607.0,39.55,20.771
20260624_221337,10,ordered,,0,2,1,Which Lloyd Webber musical premiered in the US on 10th December 1993?,Sunset Boulevard,"[""Sunset Blvd"", ""West Sunset Boulevard"", ""Sunset Boulevard"", ""Sunset Bulevard"", ""Sunset Blvd.""]",True,0.0,0.4838,0.0003,0.4841,0.0273,0.5227,0.5499,0.4841,0.5499,1.0341,5620.0,32607.0,128.97,67.4085
20260624_221337,10,ordered,,0,3,2,Who was the next British Prime Minister after Arthur Balfour?,David Lloyd George,"[""Sir Henry Campbell-Bannerman"", ""Campbell-Bannerman"", ""Campbell Bannerman"", ""Sir Henry Campbell Bannerman"", ""Henry Campbell Bannerman"", ""Henry Campbell-Bannerman""]",False,0.0,0.7966,0.0003,0.7969,0.0275,0.5251,0.5526,0.7969,0.5526,1.3495,5620.0,32607.0,115.66,60.7276
20260624_221337,10,ordered,,0,4,3,Who had a 70s No 1 hit with Kiss You All Over?,The Bay City Rollers,"[""Internal exile"", ""Exiles"", ""Transported for life"", ""Exile (politics and government)"", ""Voluntary exile"", ""Sent into exile"", ""Exile and Banishment"", ""Self-exile"", ""Forced exile"", ""Exile"", ""Exile in Greek tragedy"", ""Banish"", ""Banishment""]",False,0.0,0.6194,0.0002,0.6197,0.0274,0.5271,0.5544,0.6197,0.5544,1.1741,5620.0,32607.0,113.41,59.7729
20260624_221337,10,ordered,,0,5,4,What claimed the life of singer Kathleen Ferrier?,Lung cancer,"[""Cancer pathology"", ""Deaths by cancer"", ""Anti-cancer"", ""Cancer (disease)"", ""Cancerophobia"", ""Malignant lesion"", ""Cancer medication"", ""Malignant tumors"", ""Cancer signs"", ""Malignant neoplasm"", ""Invasive (cancer)"", ""Malignant Neoplasms"", ""Malignant growth"", ""Sporadic cancer"", ""Malignant cancer"", ""Tumour virus"", ""Cancer en cuirasse"", ""Microtumor"", ""Malignant neoplasms"", ""Malignant tumour"", ""Carcinophobia"", ""Malignacy"", ""Cancer patient"", ""Epithelial cancers"", ""Solid cancer"", ""Cancers"", ""Tumor medication"", ""Malignant neoplastic disease"", ""AIDS-related cancer"", ""Invasive cancer"", ""Cancer therapy"", ""Cancerous tumor"", ""Cancer"", ""Financial toxicity"", ""Cancer diagnosis"", ""Cancer (medicine)"", ""Malignant tumor"", ""Cancerous"", ""Borderline (cancer)"", ""Signs of cancer"", ""Malignancies"", ""Cancer aromatase""]",True,0.0001,0.4705,0.0002,0.4707,0.0283,0.5251,0.5535,0.4707,0.5535,1.0242,5620.0,32607.0,134.27,70.5113
20260624_221337,10,ordered,,0,6,5,Rita Coolidge sang the title song for which Bond film?,“The Spy Who Loved Me”,"[""Kamal kahn"", ""List of Bond girls in Octopussy"", ""Magda (James Bond)"", ""List of James Bond allies in Octopussy"", ""Vijay (James Bond)"", ""Bond 13"", ""Octopussy (character)"", ""Penelope Smallbone"", ""Octopussy"", ""General Orlov"", ""Kamal Khan"", ""Octopussy (film)"", ""List of James Bond villains in Octopussy"", ""Jim Fanning (James Bond)""]",False,0.0,0.5543,0.0003,0.5546,0.0276,0.5251,0.5527,0.5546,0.5527,1.1073,5620.0,32607.0,120.67,63.3596
20260624_221337,10,ordered,,0,7,6,What was the last US state to reintroduce alcohol after prohibition?,Utah,"[""Utah (State)"", ""Forty-Fifth State"", ""Sports in Utah"", ""Climate of Utah"", ""Education in Utah"", ""UT (state)"", ""Utahn"", ""Yutas"", ""Geography of Utah"", ""Utah"", ""Utah, United States"", ""Utah state nickname"", ""History of mining in Utah"", ""State of Utah"", ""Religion in Utah"", ""Utah (U.S. state)"", ""Transportation in Utah"", ""Beehive State"", ""US-UT"", ""Utah (state)"", ""Forty-fifth State"", ""Utahan"", ""Politics of Utah"", ""Salt Lake Seagulls"", ""45th State"", ""History of Utah (to 1847)"", ""The Beehive State"", ""Youtah"", ""Transport in Utah""]",True,0.0,0.7897,0.0003,0.7901,0.0276,0.5295,0.557,0.7901,0.557,1.3471,5620.0,32607.0,101.66,53.8281
20260624_221337,10,ordered,,0,8,7,Which actress was voted Miss Greenwich Village in 1942?,Rita Hayworth,"[""Bacall"", ""Lauren Becal"", ""Lauren Bacall"", ""Lauren Becall"", ""Betty J. Perske"", ""Loren Bacall"", ""Betty Joan Perske"", ""Betty Perske"", ""Betty Joan Perski""]",False,0.0,0.9782,0.0003,0.9785,0.0282,0.5233,0.5515,0.9785,0.5515,1.53,5620.0,32607.0,96.39,50.441
20260624_221337,10,ordered,,0,9,8,What is the Japanese share index called?,Nikkei,"[""Nikkei"", ""Nikkei (disambiguation)""]",True,0.0,0.6454,0.0003,0.6458,0.0276,0.5287,0.5564,0.6458,0.5564,1.2022,5620.0,32607.0,112.03,59.2326
20260624_221337,10,ordered,,0,10,9,What was the name of Michael Jackson's autobiography written in 1988?,Moonwalk,"[""Walk on the Moon"", ""Walk on the moon"", ""Moonwalk (disambiguation)"", ""Lunar walks"", ""Moonwalk"", ""Moon Walk"", ""Moonwalking"", ""Lunar walk"", ""Moon walk"", ""Moonwalks"", ""Moon walks"", ""Lunar walking"", ""Moon walking""]",True,0.0,0.6178,0.0001,0.6179,0.0277,0.5327,0.5603,0.6179,0.5603,1.1783,5620.0,32607.0,113.36,60.3843
