session_id,num_questions,mode,seed,start_index,question_number_in_session,question_index_in_dataset,question,model_answer,ground_truth_aliases,is_correct,send_request_time,network_latency,receive_response_time,client_total_time,processing_non_inference_time,inference_time,cloud_total_time,communication_time,computation_time,api_total_time,gpu_memory_used_mb,gpu_memory_total_mb,gpu_power_watts,energy_joules_estimate
20260624_221645,100,ordered,,0,1,0,Who was the man behind The Chipmunks?,Ross Bagdasarian,"[""David Seville""]",False,0.0,0.4545,0.0001,0.4547,0.0272,0.5259,0.5531,0.4547,0.5531,1.0077,5620.0,32607.0,138.75,72.9617
20260624_221645,100,ordered,,0,2,1,Which Lloyd Webber musical premiered in the US on 10th December 1993?,Sunset Boulevard,"[""Sunset Blvd"", ""West Sunset Boulevard"", ""Sunset Boulevard"", ""Sunset Bulevard"", ""Sunset Blvd.""]",True,0.0,0.6172,0.0003,0.6175,0.0273,0.5251,0.5524,0.6175,0.5524,1.1699,5620.0,32607.0,119.46,62.728
20260624_221645,100,ordered,,0,3,2,Who was the next British Prime Minister after Arthur Balfour?,David Lloyd George,"[""Sir Henry Campbell-Bannerman"", ""Campbell-Bannerman"", ""Campbell Bannerman"", ""Sir Henry Campbell Bannerman"", ""Henry Campbell Bannerman"", ""Henry Campbell-Bannerman""]",False,0.0,0.7736,0.0003,0.774,0.0284,0.5247,0.5531,0.774,0.5531,1.327,5620.0,32607.0,124.16,65.1436
20260624_221645,100,ordered,,0,4,3,Who had a 70s No 1 hit with Kiss You All Over?,The Bay City Rollers,"[""Internal exile"", ""Exiles"", ""Transported for life"", ""Exile (politics and government)"", ""Voluntary exile"", ""Sent into exile"", ""Exile and Banishment"", ""Self-exile"", ""Forced exile"", ""Exile"", ""Exile in Greek tragedy"", ""Banish"", ""Banishment""]",False,0.0001,0.5205,0.0003,0.5208,0.0273,0.5277,0.555,0.5208,0.555,1.0757,5620.0,32607.0,130.23,68.7204
20260624_221645,100,ordered,,0,5,4,What claimed the life of singer Kathleen Ferrier?,Lung cancer,"[""Cancer pathology"", ""Deaths by cancer"", ""Anti-cancer"", ""Cancer (disease)"", ""Cancerophobia"", ""Malignant lesion"", ""Cancer medication"", ""Malignant tumors"", ""Cancer signs"", ""Malignant neoplasm"", ""Invasive (cancer)"", ""Malignant Neoplasms"", ""Malignant growth"", ""Sporadic cancer"", ""Malignant cancer"", ""Tumour virus"", ""Cancer en cuirasse"", ""Microtumor"", ""Malignant neoplasms"", ""Malignant tumour"", ""Carcinophobia"", ""Malignacy"", ""Cancer patient"", ""Epithelial cancers"", ""Solid cancer"", ""Cancers"", ""Tumor medication"", ""Malignant neoplastic disease"", ""AIDS-related cancer"", ""Invasive cancer"", ""Cancer therapy"", ""Cancerous tumor"", ""Cancer"", ""Financial toxicity"", ""Cancer diagnosis"", ""Cancer (medicine)"", ""Malignant tumor"", ""Cancerous"", ""Borderline (cancer)"", ""Signs of cancer"", ""Malignancies"", ""Cancer aromatase""]",True,0.0,0.5493,0.0003,0.5496,0.0278,0.5252,0.553,0.5496,0.553,1.1026,5620.0,32607.0,125.31,65.8128
20260624_221645,100,ordered,,0,6,5,Rita Coolidge sang the title song for which Bond film?,“The Spy Who Loved Me”,"[""Kamal kahn"", ""List of Bond girls in Octopussy"", ""Magda (James Bond)"", ""List of James Bond allies in Octopussy"", ""Vijay (James Bond)"", ""Bond 13"", ""Octopussy (character)"", ""Penelope Smallbone"", ""Octopussy"", ""General Orlov"", ""Kamal Khan"", ""Octopussy (film)"", ""List of James Bond villains in Octopussy"", ""Jim Fanning (James Bond)""]",False,0.0,0.7113,0.0001,0.7115,0.0273,0.5269,0.5541,0.7115,0.5541,1.2656,5620.0,32607.0,125.67,66.2095
20260624_221645,100,ordered,,0,7,6,What was the last US state to reintroduce alcohol after prohibition?,Utah,"[""Utah (State)"", ""Forty-Fifth State"", ""Sports in Utah"", ""Climate of Utah"", ""Education in Utah"", ""UT (state)"", ""Utahn"", ""Yutas"", ""Geography of Utah"", ""Utah"", ""Utah, United States"", ""Utah state nickname"", ""History of mining in Utah"", ""State of Utah"", ""Religion in Utah"", ""Utah (U.S. state)"", ""Transportation in Utah"", ""Beehive State"", ""US-UT"", ""Utah (state)"", ""Forty-fifth State"", ""Utahan"", ""Politics of Utah"", ""Salt Lake Seagulls"", ""45th State"", ""History of Utah (to 1847)"", ""The Beehive State"", ""Youtah"", ""Transport in Utah""]",True,0.0,0.5739,0.0003,0.5742,0.0279,0.5252,0.5531,0.5742,0.5531,1.1273,5620.0,32607.0,128.19,67.3247
20260624_221645,100,ordered,,0,8,7,Which actress was voted Miss Greenwich Village in 1942?,Rita Hayworth,"[""Bacall"", ""Lauren Becal"", ""Lauren Bacall"", ""Lauren Becall"", ""Betty J. Perske"", ""Loren Bacall"", ""Betty Joan Perske"", ""Betty Perske"", ""Betty Joan Perski""]",False,0.0,0.5362,0.0001,0.5363,0.0278,0.5292,0.5571,0.5363,0.5571,1.0934,5620.0,32607.0,127.27,67.3572
20260624_221645,100,ordered,,0,9,8,What is the Japanese share index called?,Nikkei,"[""Nikkei"", ""Nikkei (disambiguation)""]",True,0.0,0.502,0.0003,0.5023,0.0277,0.5259,0.5535,0.5023,0.5535,1.0558,5620.0,32607.0,137.45,72.2798
20260624_221645,100,ordered,,0,10,9,What was the name of Michael Jackson's autobiography written in 1988?,Moonwalk,"[""Walk on the Moon"", ""Walk on the moon"", ""Moonwalk (disambiguation)"", ""Lunar walks"", ""Moonwalk"", ""Moon Walk"", ""Moonwalking"", ""Lunar walk"", ""Moon walk"", ""Moonwalks"", ""Moon walks"", ""Lunar walking"", ""Moon walking""]",True,0.0,0.4589,0.0003,0.4592,0.0279,0.5294,0.5573,0.4592,0.5573,1.0165,5620.0,32607.0,140.35,74.2958
20260624_221645,100,ordered,,0,11,10,In which decade did stereo records first go on sale?,1950s,"[""1930’s"", ""Thirties"", ""1930s literature"", ""Nineteen-thirties"", ""1930–1939"", ""1930-1939"", ""'30s"", ""1930s"", ""1930's"", ""%6030s"", ""1930s (decade)"", ""The Thirties""]",False,0.0,0.5834,0.0001,0.5835,0.0279,0.5276,0.5555,0.5835,0.5555,1.139,5620.0,32607.0,135.97,71.7325
20260624_221645,100,ordered,,0,12,11,In what year's Olympics were electric timing devices and a public-address system used for the first time?,1908,"[""In 1912, in Stockholm""]",False,0.0,0.5405,0.0003,0.5408,0.0279,0.5245,0.5524,0.5408,0.5524,1.0932,5620.0,32607.0,134.77,70.6829
20260624_221645,100,ordered,,0,13,12,Which volcano in Tanzania is the highest mountain in Africa?,Mount Kilimanjaro,"[""Mawensi"", ""Mt. Kilimanjaro"", ""Kibo (volcano)"", ""Mount killimanjaro"", ""Highest mountain in Africa"", ""Kilimanjaro Massif"", ""Stella Point"", ""Kilimandjaro"", ""Kilimonjaro"", ""Kilimanjaro"", ""Gilman's Point"", ""Killimanjaro"", ""Kilima-Njaro"", ""Kiliminjaro"", ""Mt Kilimanjaro"", ""Kilimanjaro Mountain"", ""Mount Kilimanjaro"", ""Mawenzi"", ""Uhuru Peak"", ""Kilimanjiro"", ""Kaiser-Wilhelm-Spitze"", ""Mt Kilamanjaro"", ""Mount Kiliminjaro"", ""Mount Kilimandjaro"", ""Mount Kilamanjaro"", ""Tussock Grassland (Tanzania)"", ""Kilamanjaro""]",True,0.0,0.7238,0.0003,0.7241,0.0284,0.5269,0.5553,0.7241,0.5553,1.2794,5620.0,32607.0,111.43,58.7072
20260624_221645,100,ordered,,0,14,13,The flag of Libya is a plain rectangle of which color?,Red,"[""Greenishly"", ""Avacado (color)"", ""Green (color)"", ""Rgb(0, 255, 0)"", ""Greenishness"", ""The colour green"", ""Greenest"", ""List of terms associated with the color green"", ""The color green"", ""Green"", ""Pastel green"", ""(0, 255, 0)"", ""Green (colour)"", ""Greenness""]",False,0.0,0.5855,0.0003,0.5858,0.0285,0.5253,0.5537,0.5858,0.5537,1.1396,5620.0,32607.0,131.04,68.83
20260624_221645,100,ordered,,0,15,14,Of which African country is Niamey the capital?,Niger,"[""Niger Republic"", ""Nigerois"", ""Republic Of Niger"", ""Republic of Niger"", ""The Republic of Niger"", ""Nigerien"", ""Niger (country)"", ""République du Niger"", ""Republique du Niger"", ""ISO 3166-1:NE"", ""Niger"", ""NG-NI""]",True,0.0,0.8463,0.0004,0.8467,0.0279,0.5244,0.5523,0.8467,0.5523,1.399,5620.0,32607.0,95.04,49.8376
20260624_221645,100,ordered,,0,16,15,Who was the director of the CIA from 1976-81?,William Casey,"[""George Bush"", ""George bush"", ""Goerge Bush"", ""George W. Bush (disambiguation)"", ""GeorgeBush"", ""George Bushe"", ""Georgebush"", ""Georg bush"", ""G Bush"", ""George Bush, President"", ""George Bush (disambiguation)"", ""Bush, George"", ""Geroge Bush""]",False,0.0,0.4908,0.0003,0.4912,0.0277,0.5251,0.5527,0.4912,0.5527,1.0439,5620.0,32607.0,138.4,72.6682
20260624_221645,100,ordered,,0,17,16,Which musical featured the song The Street Where You Live?,The Music Man,"[""My Fair Lady (2010 film)"", ""Enry Iggins"", ""Why Can't the English%3F"", ""My Fair Lady"", ""My Fair Lady (upcoming film)"", ""My Fair Lady (musical)"", ""My fair lady"", ""I'm an Ordinary Man"", ""My Fair Lady (2014 film)"", ""My Fair Lady (2012 film)"", ""My Fair Lady (2015 film)""]",False,0.0,0.6107,0.0003,0.6111,0.0288,0.5245,0.5533,0.6111,0.5533,1.1644,5620.0,32607.0,123.57,64.8161
20260624_221645,100,ordered,,0,18,17,"""Who was the target of the failed """"Bomb Plot"""" of 1944?""","The target of the failed ""Bomb Plot"" of 1944 was the German Embassy in Washington, D.C.","[""Hitlerian"", ""Adolph Schicklgruber"", ""HitlerAdolf"", ""Hitler's medical health"", ""Adolf Hitle"", ""Hitlar"", ""Adolph Hiedler"", ""Adolf Hiedler"", ""Adolph Hittler"", ""Day of Potsdam"", ""Adolpf Hitler"", ""Adolf Hister"", ""Adolf Hitlier"", ""Adolph Hitler's health"", ""Hitler's health"", ""Hitlers"", ""Aldof Hilter"", ""HITLER"", ""Hitler, Adolph"", ""History of Adolf Hitler"", ""Hitler,Adolph"", ""Adolph Hiter"", ""Adolf Hittler"", ""Herr Hitler"", ""Hitler,Adolf"", ""Adolf Schicklegruber"", ""Adolf hitler"", ""Adlof hitler"", ""Adolph Schickelgruber"", ""Hitler Adolf"", ""Hitlers medical health"", ""HitlerAdolph"", ""Adolph Schicklegruber"", ""Adolf Hiler"", ""Adolf Hitler's medical condition"", ""Hittler"", ""Adolf Schickelgruber"", ""Adolf Hitler"", ""Hitler's"", ""Hitler, adolf"", ""Nazi leader"", ""Hitler, Adolf"", ""Herr Wolf"", ""Adolph Hitler's medical health"", ""Adolph Hitler"", ""Adolf Hitler's health"", ""Adolf Schicklgruber"", ""AdolphHitler"", ""Adolf Hilter"", ""Health of Adolf Hitler"", ""Adolf Hitler's medical health"", ""Hitler Adolph"", ""AdolfHitler"", ""Adolf HItler"", ""Hitlet"", ""Hitler adolf"", ""Adoff Hitler"", ""Adolfus Hitler"", ""Hitler"", ""Adolph hitler""]",False,0.0,0.5904,0.0003,0.5907,0.0282,0.5254,0.5536,0.5907,0.5536,1.1443,5620.0,32607.0,121.68,63.9302
20260624_221645,100,ordered,,0,19,18,Who had an 80s No 1 hit with Hold On To The Nights?,The Human League,"[""Richard Noel Marx"", ""Richard Marx""]",False,0.0,0.838,0.0003,0.8384,0.0279,0.526,0.5539,0.8384,0.5539,1.3923,5620.0,32607.0,116.3,61.1683
20260624_221645,100,ordered,,0,20,19,Who directed the classic 30s western Stagecoach?,John Ford,"[""John Ford (1895-1973)"", ""Sean O'Feeney"", ""John Ford (film director)"", ""Ford, John (1895-1973)"", ""Argosy Pictures"", ""John Ford statue"", ""John Martin O'Feeney"", ""John Ford (director)"", ""Cavalry trilogy"", ""John O'Feeney"", ""Sean Aloysius O'Feeney"", ""Ford, John"", ""John Ford""]",True,0.0,0.6299,0.0003,0.6303,0.0275,0.525,0.5524,0.6303,0.5524,1.1827,5620.0,32607.0,119.43,62.6959
20260624_221645,100,ordered,,0,21,20,Dave Gilmore and Roger Waters were in which rock group?,Pink Floyd,"[""Grey Floyd"", ""Pink Floyd trivia"", ""The Screaming Ab Dabs"", ""Pink flowd"", ""The Meggadeaths"", ""The Architectural Abdabs"", ""PINK FLOYD"", ""Pink Flod"", ""Pink Floyd"", ""Pink Floyd Trivia"", ""The Pink Floyd"", ""Notable or frequent contributors to pink floyd"", ""The Tea Set"", ""Pinkfloyd"", ""Pi5"", ""Pink floid"", ""Pink Floyd (band)"", ""The T Set"", ""Screaming abdabs"", ""Notable or frequent contributors to Pink Floyd"", ""The Megadeaths"", ""Pik floyd"", ""The Pink Floyd Sound"", ""Pink floyd"", ""The T-Set"", ""The Screaming Abdabs"", ""Clive Metcalfe"", ""Meggadeaths""]",True,0.0,0.4524,0.0003,0.4527,0.0274,0.5283,0.5557,0.4527,0.5557,1.0084,5620.0,32607.0,138.38,73.1031
20260624_221645,100,ordered,,0,22,21,Which highway was Revisited in a classic 60s album by Bob Dylan?,Route 66,"[""61"", ""sixty-one""]",False,0.0,0.4864,0.0021,0.4885,0.0282,0.523,0.5513,0.4885,0.5513,1.0398,5620.0,32607.0,132.11,69.0987
20260624_221645,100,ordered,,0,23,22,Which was the only eastern bloc country to participate in the 1984 LA Olympics?,East Germany,"[""ISO 3166-1:RO"", ""Romanian state"", ""ROMANIA"", ""Roumania"", ""Etymology of Romania"", ""Romainia"", ""Romînia"", ""North Danubian region"", ""Carpathian Danubian space"", ""ROU"", ""România"", ""Romanian State"", ""Roumanie"", ""Country ROM"", ""Rromania"", ""Romania"", ""Republic of Romania"", ""RO (country)"", ""Rumänien"", ""Danubian-Carpathian Area"", ""Rumania"", ""Austro-Hungarian Empire (Romania)"", ""Rumunia""]",False,0.0,0.6528,0.0003,0.6532,0.0275,0.5318,0.5593,0.6532,0.5593,1.2125,5620.0,32607.0,121.55,64.6355
20260624_221645,100,ordered,,0,24,23,Which 90s sci fi series with James Belushi was based on Bruce Wagner's comic strip of the same name?,<em>The Equalizer</em>,"[""Wild Palms""]",False,0.0,0.6312,0.0045,0.6357,0.0278,0.5276,0.5554,0.6357,0.5554,1.1911,5620.0,32607.0,124.91,65.907
