session_id,num_questions,mode,seed,start_index,question_number_in_session,question_index_in_dataset,question,model_answer,ground_truth_aliases,is_correct,send_request_time,network_latency,receive_response_time,client_total_time,processing_non_inference_time,inference_time,cloud_total_time,communication_time,computation_time,api_total_time,gpu_memory_used_mb,gpu_memory_total_mb,gpu_power_watts,energy_joules_estimate
20260701_152049,100,random,45,,1,8908,What was the nickname of the American World War 2 General Joe Stilwell,“The Generalissimo”,"[""Vinegar Joe (disambiguation)"", ""Vinegar Joe""]",False,0.0,0.5518,0.0004,0.5522,0.0146,0.272,0.2866,0.5522,0.2866,0.8388,5642.0,32607.0,152.26,41.419
20260701_152049,100,random,45,,2,13686,"""Who, as part of his performance in the 2015 film """"Revenant"""", was realistically eviscerated by a bear on screen?""",Leonardo DiCaprio,"[""Leonardo D%60caprio"", ""Leonardo di Caprio"", ""Leonardo D'caprio"", ""Leonardo Dcaprio"", ""DiCaprio"", ""Atari (film)"", ""Leonard DiCaprio"", ""Leo Di"", ""Leonardo Wilhelm DiCaprio"", ""Leonardo D.Caprio"", ""Leonardo Dicaprio"", ""Leonardo Di Caprio"", ""Leonard Di Caprio"", ""Leonardo D Caprio"", ""The Many Deaths of Barnaby James (film)"", ""Leonardo dicaprio"", ""Portofino (film)"", ""Leonardo Decaprio"", ""Leo DiCaprio"", ""Running Out of Dog"", ""Fleming (film)"", ""Leo dicaprio"", ""Leonardo DeCaprio"", ""Appian Way Productions"", ""Leonardo De Caprio"", ""Running Out of Dog (film)"", ""Leonardo D. Caprio"", ""Leanardo dicaprio"", ""Leonardo D' Caprio"", ""Dicaprio"", ""The Many Deaths of Barnaby James"", ""Di Caprio"", ""Leonardo DiCaprio""]",True,0.0,0.5377,0.0001,0.5379,0.0149,0.2728,0.2877,0.5379,0.2877,0.8256,5642.0,32607.0,176.19,48.0682
20260701_152049,100,random,45,,3,15991,"The Battle of the Plains of Abraham in 1759, a pivotal battle in the Seven Years' War fought between the English and the French, is the only major confrontation ever to have taken place in what country?",Canada,"[""Canada"", ""Canadá"", ""The Dominion of Canada"", ""Commonwealth of Canada"", ""Dominion of canada"", ""ISO 3166-1:CA"", ""Etymology of Canada"", ""CANADA"", ""Canadiophile"", ""Canada's"", ""ᑲᓇᑕ"", ""Canada/References"", ""America's top hat"", ""Canada."", ""Cnada"", ""Čanada"", ""Canadian Federation"", ""Kenadian"", ""Canadialand"", ""Xanada"", ""Dominion of Canada"", ""Canadaa""]",True,0.0001,0.9134,0.0003,0.9138,0.015,0.2764,0.2914,0.9138,0.2914,1.2052,5642.0,32607.0,123.61,34.1658
20260701_152049,100,random,45,,4,8443,Which 17th/18th century Irish politician leader was nicknamed 'the Liberator”?,Wolfe Tone,"[""'monster meetings'"", ""Daniel O’Connell"", ""Dónal Ó Conaill"", ""Monster meetings"", ""Daniel O'Connell"", ""Dónall Ó Conaill"", ""Danial O'Connell""]",False,0.0,0.9987,0.0005,0.9992,0.0145,0.2721,0.2866,0.9992,0.2866,1.2858,5642.0,32607.0,127.69,34.7441
20260701_152049,100,random,45,,5,2683,Turin lies on which river?,Po,"[""Po (disambiguation)"", "".po (disambiguation)"", ""PO (disambiguation)"", ""Po"", ""Po."", ""P/O"", ""P.o."", ""P O"", ""PO"", ""P.O.""]",True,0.0,0.8139,0.0003,0.8142,0.0154,0.2716,0.287,0.8142,0.287,1.1012,5642.0,32607.0,120.21,32.6454
20260701_152049,100,random,45,,6,9934,What online travel agency uses The Roaming Gnome as its' TV spokesperson?,Expedia,"[""AllHotels"", ""Travelocity"", ""Easy Sabre"", ""SAABRE"", ""Eaasy Sabre"", ""Easy Saabre"", ""Travelocity.com"", ""Saabre"", ""Eaasy SABRE"", ""Travelosity"", ""Easy SAABRE"", ""Travelocity Business"", ""The roaming gnome"", ""Easy SABRE""]",False,0.0,0.7364,0.0003,0.7368,0.0145,0.2732,0.2877,0.7368,0.2877,1.0244,5642.0,32607.0,138.69,37.8894
20260701_152049,100,random,45,,7,11099,Rolf Harris recorded a 1964 single calling for which member of The Beatles ‘For President’?,John Lennon,"[""RINGO"", ""Starr, Ringo"", ""Richard Starkey, Jr."", ""Beatle Ringo"", ""Ringo Star"", ""Richie Snare"", ""Ringo starkey"", ""Ringo Starr"", ""Ringo Starkey"", ""Ringo"", ""Richard Starkey"", ""%22Ringo%22"", ""Richard Starky"", ""Richard Starrkey"", ""Ringo (film)"", ""Richard Starkey Jr."", ""Ringo starr"", ""Richard Henry Parkin Starkey Jr.""]",False,0.0,0.7265,0.0003,0.7269,0.0144,0.273,0.2874,0.7269,0.2874,1.0143,5642.0,32607.0,152.45,41.6169
20260701_152049,100,random,45,,8,707,The Marquesas Islands lie in which ocean?,Pacific Ocean,"[""Pacific Basin"", ""Oceanum pacificum"", ""Sea of Magellan"", ""Pacific region"", ""PAcific"", ""North Pacific Ocean"", ""Peaceful sea"", ""Eastern Pacific Ocean"", ""Mar del Sur"", ""South-Western Pacific"", ""West Pacific"", ""Eastern Pacific"", ""South Pacific Ocean"", ""North Pacific ocean"", ""South-western Pacific"", ""Pacific Ocean"", ""North Pacific fisheries"", ""Western Pacific Ocean"", ""Southern Pacific Ocean"", ""Pacific (ocean)"", ""Pacific basin"", ""Pacific Oceans"", ""North Pacific"", ""Pacific ocean"", ""Mid-Pacific"", ""Great South Sea"", ""Pacific"", ""Tepre Pacificum"", ""East Pacific""]",True,0.0,1.0405,0.0003,1.0409,0.0153,0.2727,0.2879,1.0409,0.2879,1.3288,5642.0,32607.0,119.37,32.5502
20260701_152049,100,random,45,,9,2370,The magic lantern was an early form of what item of photographic equipment?,projector,"[""SLIDE PROJECTOR"", ""Slide projectors"", ""Slide projector"", ""Slide projection"", ""Film slides""]",False,0.0,0.6233,0.0004,0.6237,0.0152,0.2726,0.2878,0.6237,0.2878,0.9115,5642.0,32607.0,134.64,36.7009
20260701_152049,100,random,45,,10,15868,In which Hampshire village is the National Motor Museum?,Beaulieu,"[""Beaulieu"", ""Beaulieu (disambiguation)""]",True,0.0,0.6738,0.0003,0.6742,0.0145,0.2719,0.2865,0.6742,0.2865,0.9606,5642.0,32607.0,135.06,36.7261
