session_id,num_questions,mode,seed,start_index,question_number_in_session,question_index_in_dataset,question,model_answer,ground_truth_aliases,is_correct,send_request_time,network_latency,receive_response_time,client_total_time,processing_non_inference_time,inference_time,cloud_total_time,communication_time,computation_time,api_total_time,gpu_memory_used_mb,gpu_memory_total_mb,gpu_power_watts,energy_joules_estimate
20260701_150109,100,random,44,,1,13386,"Who has been under house arrest for 15 of the past 21 years, and was released from the latest sentence on 13 November 2010?",Aung San Suu Kyi,"[""Daw Suu"", ""Aung Sang Suu Kyi"", ""အောင်ဆန်းစုကြည်"", ""Aung San Suu Kyi"", ""Ang San So Kii"", ""Suu Kyi"", ""Daw Aung San Suu Kyi"", ""Aung san suu kyi"", ""Aung Sun Suu Kyi"", ""Aung San Suu Ki"", ""Aung Suu Kyi"", ""Aung San Sui Kyi"", ""Assk"", ""Aung Sun Su Kyi"", ""Aung San Su Kyi"", ""Daw Aung San Suu Ky"", ""Ang San Su Chee"", ""Aung San Su Ki"", ""ASSK"", ""အောင်ဆန်းစုကြည"", ""Aang san suu kyii"", ""Daw Suu Kyi""]",True,0.0,0.469,0.0003,0.4693,0.015,0.2741,0.2891,0.4693,0.2891,0.7584,5640.0,32607.0,143.03,39.2011
20260701_150109,100,random,44,,2,17040,238 AD is known in Roman history as the Year of the ........ (how many) Emperors?,4,"[""SIX"", ""six"", ""6""]",False,0.0,0.6569,0.0003,0.6572,0.0147,0.2718,0.2866,0.6572,0.2866,0.9438,5640.0,32607.0,136.6,37.1317
20260701_150109,100,random,44,,3,17759,"Luminol, a chemical that exhibits chemiluminescence, is often used by forensic examiners to try and detect trace amounts of what?",Blood,"[""A blood"", ""Type O blood"", ""AB blood"", ""B type blood"", ""🆎"", ""B blood"", ""A type blood"", ""O blood"", ""Isohaemagglutinin"", ""ABO system"", ""AB0 blood group system"", ""Abo blood type"", ""Type A blood"", ""ABO blood group system"", ""ABO blood system"", ""B antigen"", ""AB0"", ""H substance"", ""ABO blood types"", ""O type blood"", ""ABO blood group"", ""ABO blood groups"", ""A and o"", ""Isohemagglutinin"", ""A antigen"", ""ABO"", ""blood"", ""Substance H"", ""ABO grouping"", ""ABO phenotypes"", ""ABO blood type"", ""Type AB"", ""🅱"", ""🅰"", ""Isohaemagglutinins"", ""Blood type AB"", ""Abo blood group"", ""Abo blood-group system"", ""🅾""]",True,0.0,0.4292,0.0003,0.4295,0.0149,0.2734,0.2882,0.4295,0.2882,0.7178,5640.0,32607.0,175.93,48.0931
20260701_150109,100,random,44,,4,3822,"Prince Philip, Duke of Edinburgh, was born on which island?",Greece,"[""Corcyra"", ""Corfu"", ""Kerkira"", ""Corfou"", ""Corfiote"", ""Kerkyra"", ""The corfu incident"", ""Kerkira Island, Greece"", ""Island of Corfu"", ""Corfù"", ""Kérkira"", ""Corcyraean"", ""Korfu"", ""Ancient Corcyra"", ""Corfu, Greece""]",False,0.0,0.502,0.0003,0.5023,0.0146,0.2728,0.2875,0.5023,0.2875,0.7898,5640.0,32607.0,140.72,38.3954
20260701_150109,100,random,44,,5,5788,Which post in England and Wales is held by Anne Owers?,Chief Inspector of Prisons,"[""Chief inspector of prisons"", ""Her Majesty's Inspectorate of Prisons"", ""Chief Inspector of Prisons"", ""HM Inspector of Prisons"", ""(CHIEF) INSPECTOR OF PRISONS"", ""Her Majesty's Chief Inspector of Prisons"", ""HM Inspectorate of Prisons""]",True,0.0,1.6833,0.0003,1.6837,0.0159,0.2723,0.2882,1.6837,0.2882,1.9719,5640.0,32607.0,89.89,24.4771
20260701_150109,100,random,44,,6,12437,The 2014 'Bendgate' controversy/publicity concerned version 6 of which famous product?,iPhone,"[""Bendgate"", ""Apple iphone 6"", ""IPhone6"", ""IPhone 6+"", ""Bend-gate"", ""Apple iPhone 6"", ""IPhone 6"", ""IPhone 6 Plus"", ""I phone 6 plus"", ""Iphone 6""]",False,0.0,0.4979,0.0003,0.4982,0.015,0.2718,0.2868,0.4982,0.2868,0.785,5640.0,32607.0,164.2,44.6275
20260701_150109,100,random,44,,7,7378,"According to the Bible, which was the only one of the twelve disciples who was actually present at the foot of the Cross as Jesus was crucified?",John,"[""Saint John"", ""Sinjin"", ""Saint John (city)"", ""Saint John (disambiguation)"", ""St. John"", ""Sint Jan"", ""St John"", ""St john (disambiguation)"", ""St. Jan"", ""St.John""]",False,0.0,0.6489,0.0003,0.6492,0.015,0.2739,0.2888,0.6492,0.2888,0.938,5640.0,32607.0,160.03,43.8249
20260701_150109,100,random,44,,8,9488,Who played 'Peter Pan' in Spielberg's 'Hook'?,Dustin Hoffman,"[""Robin Willaims"", ""Robin Williams"", ""Susan Schneider"", ""Robin williams"", ""Cody Alan Williams"", ""Marty Fromage"", ""Zachary Pym Williams"", ""Sudy Nim"", ""Zachary Williams"", ""Zak Williams"", ""Robin Williams: Live on Broadway"", ""Pecos Bill (album)"", ""Robbin Williams"", ""Throbbing Python of Love"", ""Robin williams off the wall"", ""Robin McLaurin Williams"", ""Robin williams live on broadway"", ""Valerie Velardi"", ""Ray D. Tutto"", ""Cody A. Williams"", ""Robin McLaurim Williams""]",False,0.0,0.4707,0.0002,0.4709,0.0162,0.2726,0.2888,0.4709,0.2888,0.7598,5640.0,32607.0,135.97,37.0639
20260701_150109,100,random,44,,9,953,"Which fictional character is the subject of George Frampton’s bronze statue in Kensington Gardens, London?",Alice Liddell,"[""Peter Pan (literary character)"", ""Peter Pan (fictional character)"", ""Peter pan"", ""Peter Pan (literature character)"", ""Peter Pan (person)"", ""Peter Pan (character)"", ""Peter Pan"", ""Peter Pan (lierature character)""]",False,0.0,0.4528,0.0003,0.4531,0.0147,0.2723,0.287,0.4531,0.287,0.7401,5640.0,32607.0,169.04,46.0365
20260701_150109,100,random,44,,10,7362,Which spirit is the base of the cocktails Planter’s Punch and Sundowner?,Rum,"[""Spiced Rum"", ""Spiced rum"", ""Rum"", ""Gunpowder Rum"", ""Rum (beverage)"", ""White rum"", ""Jamaica Spirits"", ""Caña blanca"", ""Dark rum"", ""White Rum"", ""Cuban rum"", ""Jamaica Spirit"", ""Gold rum"", ""Cane spirit"", ""Light rum"", ""Black rum"", ""Rude rum"", ""Hard rum"", ""Overproof rum"", ""Coconut rum""]",True,0.0,0.6514,0.0003,0.6517,0.0144,0.2718,0.2863,0.6517,0.2863,0.938,5640.0,32607.0,136.54,37.112
