session_id,num_questions,mode,seed,start_index,question_number_in_session,question_index_in_dataset,question,model_answer,ground_truth_aliases,is_correct,send_request_time,network_latency,receive_response_time,client_total_time,processing_non_inference_time,inference_time,cloud_total_time,communication_time,computation_time,api_total_time,gpu_memory_used_mb,gpu_memory_total_mb,gpu_power_watts,energy_joules_estimate
20260624_221520,75,ordered,,0,1,0,Who was the man behind The Chipmunks?,Ross Bagdasarian,"[""David Seville""]",False,0.0,0.7119,0.0003,0.7121,0.028,0.5306,0.5586,0.7121,0.5586,1.2707,5620.0,32607.0,115.66,61.3695
20260624_221520,75,ordered,,0,2,1,Which Lloyd Webber musical premiered in the US on 10th December 1993?,Sunset Boulevard,"[""Sunset Blvd"", ""West Sunset Boulevard"", ""Sunset Boulevard"", ""Sunset Bulevard"", ""Sunset Blvd.""]",True,0.0,0.7476,0.0003,0.7479,0.0279,0.5248,0.5526,0.7479,0.5526,1.3005,5620.0,32607.0,104.84,55.0191
20260624_221520,75,ordered,,0,3,2,Who was the next British Prime Minister after Arthur Balfour?,David Lloyd George,"[""Sir Henry Campbell-Bannerman"", ""Campbell-Bannerman"", ""Campbell Bannerman"", ""Sir Henry Campbell Bannerman"", ""Henry Campbell Bannerman"", ""Henry Campbell-Bannerman""]",False,0.0,0.5238,0.0001,0.5239,0.0272,0.5264,0.5536,0.5239,0.5536,1.0775,5620.0,32607.0,130.58,68.7438
20260624_221520,75,ordered,,0,4,3,Who had a 70s No 1 hit with Kiss You All Over?,The Bay City Rollers,"[""Internal exile"", ""Exiles"", ""Transported for life"", ""Exile (politics and government)"", ""Voluntary exile"", ""Sent into exile"", ""Exile and Banishment"", ""Self-exile"", ""Forced exile"", ""Exile"", ""Exile in Greek tragedy"", ""Banish"", ""Banishment""]",False,0.0,0.4462,0.0002,0.4464,0.0281,0.5253,0.5534,0.4464,0.5534,0.9998,5620.0,32607.0,135.24,71.0366
20260624_221520,75,ordered,,0,5,4,What claimed the life of singer Kathleen Ferrier?,Lung cancer,"[""Cancer pathology"", ""Deaths by cancer"", ""Anti-cancer"", ""Cancer (disease)"", ""Cancerophobia"", ""Malignant lesion"", ""Cancer medication"", ""Malignant tumors"", ""Cancer signs"", ""Malignant neoplasm"", ""Invasive (cancer)"", ""Malignant Neoplasms"", ""Malignant growth"", ""Sporadic cancer"", ""Malignant cancer"", ""Tumour virus"", ""Cancer en cuirasse"", ""Microtumor"", ""Malignant neoplasms"", ""Malignant tumour"", ""Carcinophobia"", ""Malignacy"", ""Cancer patient"", ""Epithelial cancers"", ""Solid cancer"", ""Cancers"", ""Tumor medication"", ""Malignant neoplastic disease"", ""AIDS-related cancer"", ""Invasive cancer"", ""Cancer therapy"", ""Cancerous tumor"", ""Cancer"", ""Financial toxicity"", ""Cancer diagnosis"", ""Cancer (medicine)"", ""Malignant tumor"", ""Cancerous"", ""Borderline (cancer)"", ""Signs of cancer"", ""Malignancies"", ""Cancer aromatase""]",True,0.0,0.6043,0.0003,0.6046,0.0288,0.5247,0.5535,0.6046,0.5535,1.1581,5620.0,32607.0,121.85,63.9335
20260624_221520,75,ordered,,0,6,5,Rita Coolidge sang the title song for which Bond film?,“The Spy Who Loved Me”,"[""Kamal kahn"", ""List of Bond girls in Octopussy"", ""Magda (James Bond)"", ""List of James Bond allies in Octopussy"", ""Vijay (James Bond)"", ""Bond 13"", ""Octopussy (character)"", ""Penelope Smallbone"", ""Octopussy"", ""General Orlov"", ""Kamal Khan"", ""Octopussy (film)"", ""List of James Bond villains in Octopussy"", ""Jim Fanning (James Bond)""]",False,0.0,0.7112,0.0001,0.7114,0.0284,0.5248,0.5532,0.7114,0.5532,1.2646,5620.0,32607.0,116.01,60.879
20260624_221520,75,ordered,,0,7,6,What was the last US state to reintroduce alcohol after prohibition?,Utah,"[""Utah (State)"", ""Forty-Fifth State"", ""Sports in Utah"", ""Climate of Utah"", ""Education in Utah"", ""UT (state)"", ""Utahn"", ""Yutas"", ""Geography of Utah"", ""Utah"", ""Utah, United States"", ""Utah state nickname"", ""History of mining in Utah"", ""State of Utah"", ""Religion in Utah"", ""Utah (U.S. state)"", ""Transportation in Utah"", ""Beehive State"", ""US-UT"", ""Utah (state)"", ""Forty-fifth State"", ""Utahan"", ""Politics of Utah"", ""Salt Lake Seagulls"", ""45th State"", ""History of Utah (to 1847)"", ""The Beehive State"", ""Youtah"", ""Transport in Utah""]",True,0.0,0.6,0.0003,0.6004,0.0232,0.5266,0.5498,0.6004,0.5498,1.1501,5620.0,32607.0,120.99,63.7103
20260624_221520,75,ordered,,0,8,7,Which actress was voted Miss Greenwich Village in 1942?,Rita Hayworth,"[""Bacall"", ""Lauren Becal"", ""Lauren Bacall"", ""Lauren Becall"", ""Betty J. Perske"", ""Loren Bacall"", ""Betty Joan Perske"", ""Betty Perske"", ""Betty Joan Perski""]",False,0.0,0.5348,0.0003,0.5351,0.0281,0.5259,0.554,0.5351,0.554,1.0892,5620.0,32607.0,131.75,69.2907
20260624_221520,75,ordered,,0,9,8,What is the Japanese share index called?,Nikkei,"[""Nikkei"", ""Nikkei (disambiguation)""]",True,0.0,0.5583,0.0003,0.5586,0.0282,0.5264,0.5546,0.5586,0.5546,1.1132,5620.0,32607.0,128.92,67.8682
20260624_221520,75,ordered,,0,10,9,What was the name of Michael Jackson's autobiography written in 1988?,Moonwalk,"[""Walk on the Moon"", ""Walk on the moon"", ""Moonwalk (disambiguation)"", ""Lunar walks"", ""Moonwalk"", ""Moon Walk"", ""Moonwalking"", ""Lunar walk"", ""Moon walk"", ""Moonwalks"", ""Moon walks"", ""Lunar walking"", ""Moon walking""]",True,0.0001,0.5598,0.0001,0.56,0.0281,0.5257,0.5538,0.56,0.5538,1.1138,5620.0,32607.0,122.74,64.5294
